Product ID,Sales Date,Inventory Quantity,Product Cost
4594,08/01/2018,82,52.37
6431,12/07/2022,95,81.42
6863,03/03/2018,72,31.89
1719,02/03/2018,26,47.59
5029,01/01/2019,26,14.08
2818,25/11/2019,27,67.96
8106,04/12/2022,92,22.42
7131,14/10/2019,77,91.61
5819,06/06/2022,20,72.26
9011,05/03/2019,94,25.47
9342,06/02/2020,64,108.59
9106,28/08/2020,35,120.43
7486,24/03/2019,40,90.75
3200,20/03/2022,11,66.06
7981,12/07/2020,60,92.18
4830,28/06/2019,83,24.42
5528,12/04/2019,13,32.53
5096,12/09/2019,96,164.96
9898,19/06/2019,2,156.31
1194,24/08/2020,84,107.4
4829,22/11/2020,76,159.34
8025,27/04/2022,90,89.36
3102,18/09/2019,95,11.84
9808,06/09/2019,42,121.52
7404,20/02/2020,27,190.25
8397,01/08/2021,39,27.72
4058,12/02/2019,9,183.16
8449,28/04/2018,48,108.52
2814,22/09/2018,69,89.5
4369,27/09/2019,56,165.4
9232,07/01/2022,88,97.2
5044,12/12/2020,43,182.96
8476,12/12/2019,90,170.1
5081,03/01/2019,80,149.32
7447,01/12/2021,6,55.54
2093,30/11/2021,93,147.26
7041,06/06/2018,97,29.99
8572,24/02/2018,10,131.38
1618,22/01/2018,33,31.79
2352,28/01/2021,85,56.04
1295,28/05/2021,13,43.67
5476,11/11/2018,57,78.04
1782,10/09/2022,82,164.19
1797,01/05/2022,49,155.75
1457,30/01/2018,44,165.9
3750,22/01/2022,22,18.36
9875,20/03/2020,55,32.95
6181,25/01/2018,50,50.43
1719,18/05/2018,28,88.11
3809,31/05/2019,13,123.97
6209,10/10/2022,86,101.6
4808,28/10/2020,76,143.88
4873,20/02/2022,55,153.88
7156,23/02/2019,83,17.2
1648,02/12/2020,54,133.13
4372,09/01/2021,7,182.26
8247,13/07/2021,1,22.28
4345,15/09/2018,12,43
3689,17/01/2022,26,56.54
4299,11/07/2019,62,25.2
8101,07/04/2022,20,165.72
5918,03/05/2021,69,39.03
8878,28/05/2018,43,35.96
9203,04/02/2022,93,81.11
9020,23/09/2019,83,197.63
3660,02/02/2019,98,92.9
1945,26/08/2021,50,186.04
1462,29/11/2021,86,132.61
3644,26/01/2018,15,156.48
4093,30/11/2022,55,41.51
7271,15/04/2021,40,149.45
3338,05/07/2019,96,49.81
2587,24/05/2018,100,142.3
3200,10/02/2019,63,44.58
3993,16/07/2022,98,46.46
3721,13/06/2018,38,26.28
8949,09/10/2021,98,29.15
1685,18/07/2018,28,109.24
8961,27/08/2020,97,74.04
4925,10/01/2020,86,85.71
7583,25/01/2022,18,14.88
8404,20/06/2021,88,135.19
6278,04/02/2018,82,78.44
2333,15/12/2019,55,188.43
3345,17/11/2022,67,176.48
9990,27/11/2022,60,41.93
3792,23/03/2022,85,142.98
6349,25/02/2020,99,63.27
9757,21/07/2021,93,103.47
6623,12/02/2020,92,151.16
2436,17/08/2018,12,74.65
7229,27/03/2021,95,10.32
6980,22/06/2022,87,187.45
6176,24/10/2018,38,169.07
1562,11/05/2021,41,68.69
4534,10/10/2020,38,143.79
4450,03/10/2022,94,187.54
7419,05/09/2019,85,183.35
6706,01/04/2022,51,84.3
7451,19/07/2018,17,71.45
8904,20/08/2019,19,49.86
3418,11/02/2020,55,139.09
1859,29/08/2018,66,133.52
4946,23/03/2020,63,67.51
2468,12/05/2022,60,174.33
2910,19/06/2018,16,102.95
2549,15/06/2022,76,44.41
9806,14/01/2019,52,164.44
9004,11/05/2018,67,169.06
3948,11/01/2018,72,94.97
2438,25/02/2021,33,171.78
9919,18/12/2018,55,195.65
5807,11/09/2021,69,94.53
9818,11/11/2020,27,140.71
4526,02/10/2018,78,114.89
5177,18/06/2019,49,133.46
3346,02/01/2021,27,23.41
9379,23/05/2021,21,89.74
5055,08/06/2018,35,33.68
6464,13/05/2022,35,37.8
7203,04/08/2018,16,43.39
5620,03/02/2021,35,125.42
9711,03/02/2021,77,177.58
3547,08/09/2021,17,37.11
5081,20/10/2021,78,89.47
5699,19/07/2019,55,108.91
6123,28/09/2022,12,130.59
5683,08/02/2021,64,163.59
9156,20/11/2020,88,199.61
1119,02/01/2022,55,143.49
9652,01/11/2021,78,18.05
4687,25/12/2018,10,79.74
7115,20/08/2018,44,183.67
1036,20/02/2022,81,118.08
1580,06/08/2020,80,171.19
2755,11/01/2018,45,179.14
2388,19/12/2020,66,180.72
5098,09/04/2019,61,85.12
2780,17/06/2020,85,169.48
4251,15/08/2018,25,64.13
4260,08/09/2020,86,196.76
3087,28/10/2019,97,155.23
3066,15/11/2018,45,105
1131,08/06/2020,62,65
9376,18/01/2019,32,63.42
4250,28/08/2020,91,158.72
3436,15/04/2019,16,35.14
4270,06/07/2018,7,82.27
7997,11/08/2021,7,67.82
6240,08/04/2018,24,17.77
2650,01/06/2020,24,57.93
3134,10/11/2019,47,150.85
2429,22/12/2022,14,34.79
4120,31/01/2019,91,94.7
8769,08/04/2022,26,111.38
6690,20/01/2020,58,129.67
9255,08/06/2022,3,41.72
4116,25/02/2022,51,104.05
7393,31/03/2020,78,61.58
9401,21/07/2020,65,144.47
2951,17/12/2018,29,18.67
3178,08/07/2019,7,132.06
7047,27/10/2019,11,189.82
1938,05/07/2021,2,166.55
2743,19/01/2022,96,140.74
7479,15/11/2018,58,54.03
8526,14/01/2019,23,45.88
3911,02/08/2022,51,140.6
7594,25/07/2018,93,110.09
1716,28/09/2018,32,156.32
1153,10/06/2022,14,113.05
8279,29/07/2022,21,68.4
9906,10/09/2018,3,166.74
1019,05/04/2019,4,53.07
7303,07/11/2021,92,166.33
5617,02/01/2020,10,126.98
3475,31/12/2018,55,110.79
5702,15/12/2019,14,61.51
2251,04/06/2022,1,173.73
8838,27/07/2022,9,31.5
7308,24/12/2019,41,103.9
5028,24/02/2020,54,114.37
4593,10/12/2021,12,54.69
3188,14/08/2018,8,183.16
7898,12/05/2019,27,167.29
1431,26/11/2021,55,80.62
3406,19/01/2020,19,25.01
3988,20/08/2020,96,36.62
1216,11/08/2019,15,39.62
8443,08/02/2021,92,167.61
9544,13/02/2020,17,151.2
2264,31/07/2022,89,99
7950,03/02/2019,35,30.6
5623,30/11/2018,70,30.23
1530,08/05/2019,35,26.16
1138,01/01/2020,97,63.66
3122,10/12/2021,87,28.5
7260,03/09/2020,76,175.07
2528,11/01/2022,30,178.04
9573,24/04/2022,44,95.02
1655,30/12/2022,92,157.09
3496,07/03/2021,81,198.94
2428,18/10/2020,13,96.41
2461,26/05/2018,23,145.02
8242,24/08/2021,18,188.57
3113,21/06/2020,47,107.37
1699,25/06/2021,83,20.84
7541,15/10/2022,10,52.38
8616,12/08/2018,11,44.25
6198,03/12/2019,78,102.4
8699,26/10/2018,82,50.56
8756,14/03/2019,7,50.18
2134,15/07/2019,52,25.52
1880,09/07/2018,55,74.98
9773,11/11/2021,21,193.46
4253,09/06/2018,93,136.91
6185,30/01/2018,20,180.34
7658,23/06/2019,67,147.23
1597,24/03/2019,96,196.02
4131,23/10/2021,74,191.47
3043,03/12/2021,64,133.29
9571,16/04/2022,43,31.54
9892,11/06/2020,49,64.16
2625,29/06/2018,14,27.03
9924,24/07/2018,82,94.38
7243,23/08/2018,26,172.71
7484,16/01/2018,48,158.62
7794,10/10/2021,31,10.79
9502,07/08/2022,95,123.99
7412,30/01/2019,79,132.44
3846,05/04/2020,41,108.28
7422,23/09/2022,98,129.19
8166,24/01/2018,81,156.31
7265,21/02/2018,96,149.49
4175,01/01/2021,32,148
1379,31/07/2021,75,174.72
5292,05/01/2019,12,24.7
2205,23/09/2020,81,24.5
3639,04/01/2019,39,11.93
9953,11/01/2018,21,109.13
9384,08/04/2022,20,51.1
2367,30/01/2022,89,188.57
5822,14/08/2020,96,163.71
5605,15/03/2020,14,120.89
8309,17/05/2020,77,151.95
7126,19/07/2021,9,95.39
9691,23/12/2019,51,15.69
4525,07/09/2021,48,80.67
4502,11/08/2020,73,161.1
2686,22/02/2021,36,146.09
4246,08/02/2019,7,162.52
3803,16/05/2021,42,122.32
1076,03/08/2020,37,34.9
1266,23/05/2018,61,28.07
6131,08/10/2020,79,18.94
7126,19/06/2021,14,15.56
8138,09/04/2019,22,26.72
1705,15/08/2018,7,189.96
5422,01/12/2021,22,185.72
7771,28/07/2021,58,136.96
8908,08/04/2019,12,60.12
4373,24/11/2021,10,24.28
7308,20/01/2019,63,29.86
3523,03/10/2022,65,30.08
9412,20/02/2019,100,86.04
2672,29/10/2018,60,176.48
8802,17/09/2021,68,96
3467,23/03/2020,65,91.86
7267,08/02/2022,55,46.85
9497,06/06/2020,14,139.42
5361,04/05/2019,9,111.11
7437,27/07/2018,29,149.45
5718,16/12/2021,77,64.72
6002,13/10/2022,89,55.34
1208,26/09/2021,61,91.31
1159,01/05/2021,46,194.21
1284,07/03/2021,88,198.18
6499,15/07/2020,63,149.61
5933,25/12/2021,43,179.36
3423,20/04/2020,29,135.28
8056,07/01/2020,27,151.43
9927,09/07/2020,68,43.24
6067,26/01/2019,6,120.11
6685,14/08/2019,15,194.2
3664,14/09/2019,63,64.77
3022,19/04/2018,63,68.11
6737,05/12/2022,37,159.2
8078,13/04/2021,11,65.25
7328,15/05/2020,52,193.71
8140,22/10/2021,42,162.83
5997,25/06/2018,39,117.67
3270,14/12/2020,57,141.89
8557,26/02/2018,72,15.02
4975,03/04/2021,66,80.89
1097,05/08/2020,98,176.23
2753,14/11/2019,77,28.51
9369,23/02/2022,92,20.07
3535,09/09/2019,81,69.07
3507,21/05/2021,16,108.77
7401,24/04/2018,16,66.99
8194,26/10/2022,85,127.26
4943,16/12/2018,66,150.92
9076,23/01/2020,86,62.28
5643,25/07/2020,16,117.2
8282,29/03/2018,46,192.93
9244,08/03/2019,45,181.48
6558,30/07/2020,92,173.15
2117,15/09/2022,83,101.91
9608,15/06/2019,17,142.58
4796,17/07/2018,86,30.18
4876,04/08/2018,23,148.35
1613,01/10/2022,96,23.85
7187,30/09/2018,82,119.02
4296,28/02/2022,21,92.47
4334,10/03/2018,18,179.73
9653,13/10/2020,25,168.16
2100,17/06/2020,55,128.84
9170,18/04/2019,7,124.28
5118,10/03/2020,91,78
9192,02/10/2019,52,127.54
1528,24/11/2019,54,59.57
2021,28/04/2019,64,23.85
2320,23/12/2022,71,100.97
4690,24/08/2021,45,91.99
4214,30/12/2020,78,173.46
8040,07/12/2021,55,114.41
6763,01/02/2019,44,92.94
9785,09/03/2021,6,198.28
3958,02/08/2019,6,69.68
2258,06/06/2018,33,188.29
4609,27/06/2020,92,67.52
6224,30/11/2021,70,105.65
5583,10/06/2018,27,183.29
3325,15/03/2018,31,142.68
7294,08/09/2019,11,21.35
4677,26/02/2019,49,45.04
1425,31/05/2021,97,179.7
8111,09/11/2022,55,158.7
5709,25/10/2022,69,98.07
4903,28/09/2018,2,63.33
7465,21/03/2018,79,62.11
3036,21/09/2019,73,135.55
1606,05/01/2020,62,131.17
6145,12/05/2018,57,44.16
3406,20/11/2022,80,134.64
8214,02/04/2021,41,17.97
1264,21/10/2021,46,112.68
9372,08/06/2018,31,48.77
1404,31/10/2019,78,159.75
5817,27/06/2021,4,40.46
4464,13/07/2022,41,107.05
3458,20/02/2020,98,199.59
9982,12/02/2022,54,112.4
6192,06/07/2019,25,168.84
4782,22/07/2020,41,152.16
2305,22/12/2019,72,106.07
3052,06/01/2021,32,157.53
2932,16/06/2018,53,89.99
8439,01/02/2018,22,32.95
8068,19/02/2018,89,41.72
7919,27/12/2019,17,86.44
2765,19/01/2022,6,24.01
8138,16/08/2019,97,100.65
9345,21/06/2018,20,180.16
5576,03/05/2022,13,54.13
9326,25/09/2022,55,64.2
4451,31/05/2020,67,62.87
8973,17/06/2020,29,178.22
5565,16/10/2018,13,49.3
9813,25/06/2022,25,11.27
8288,02/12/2020,17,167.9
8082,07/10/2020,34,26.5
2295,05/03/2022,29,148.2
9402,08/10/2021,100,24.08
6202,25/01/2019,72,135.61
4607,11/10/2021,26,60.4
4253,24/07/2021,12,190.66
3918,21/03/2018,54,140.72
3950,03/12/2022,39,169.73
9903,12/09/2020,38,28.34
7960,26/08/2018,23,98.3
8925,17/09/2022,63,124.2
7701,05/05/2018,72,156.64
5271,22/04/2018,35,102.25
4625,18/03/2021,22,111.84
1345,02/07/2022,49,27.15
9497,08/03/2019,47,111.74
7125,10/11/2019,53,50.97
2679,24/10/2020,51,160.36
5051,11/03/2018,35,152.48
2391,06/06/2018,10,105.86
3487,15/07/2018,95,121.76
7965,15/11/2020,96,14.45
8723,11/02/2020,38,91.61
9736,03/11/2020,32,82.66
8409,04/04/2019,74,195.29
6089,12/11/2019,19,163.84
5095,21/06/2018,19,86.61
6535,05/09/2022,20,16.94
9007,22/01/2021,64,69.47
2334,04/08/2018,55,142.86
3722,09/02/2019,57,175.25
9594,24/09/2020,18,152.31
5441,06/12/2020,42,126.87
7082,29/11/2020,78,57.74
3217,03/12/2018,68,145.87
1091,01/10/2019,90,45.66
3563,17/05/2018,45,130.91
7982,11/04/2021,94,68.09
3497,30/07/2018,94,51.12
7274,08/11/2019,74,156.68
4546,07/07/2018,79,37.83
1855,08/10/2018,66,163.37
7442,12/02/2020,100,83.25
4504,07/12/2018,82,168.38
2970,16/02/2021,56,133.9
6668,31/01/2022,55,50.62
4208,24/06/2020,47,109.94
9237,27/01/2018,78,61.88
5492,04/07/2021,8,194.52
8756,16/03/2022,83,152.61
3898,19/11/2022,17,25.74
9914,23/07/2019,25,134.47
3772,16/04/2021,93,189.42
4161,17/08/2022,98,105.29
9281,18/04/2020,23,130.71
2410,05/03/2021,60,26.75
1329,20/04/2022,22,159.86
6042,11/09/2022,88,132.04
5570,15/10/2018,73,69.95
5249,29/11/2021,57,60.26
8367,26/08/2022,81,140.54
4451,09/12/2021,56,75.92
5406,05/07/2018,66,156.95
4054,31/08/2020,18,98.78
6281,07/12/2021,14,129.6
2641,19/01/2019,46,68.19
8126,05/02/2022,52,99.98
7572,07/09/2019,6,194.45
7565,29/04/2021,4,41.16
4251,09/03/2021,97,36.51
6670,28/07/2020,51,41.41
4024,29/04/2019,27,92.94
8820,23/11/2018,45,28.98
4977,12/04/2022,13,83.64
7956,07/05/2021,51,111.48
3918,22/04/2022,31,80.14
4769,10/10/2018,64,45.71
7974,05/11/2018,37,69.11
7524,29/10/2021,67,168.5
7626,04/07/2022,2,40.57
7581,15/05/2020,99,20.36
8377,25/10/2020,48,158.39
7282,18/11/2022,87,25.2
9436,23/07/2022,79,148.25
9021,31/07/2020,47,19.51
1385,16/01/2021,35,43.96
2829,02/01/2020,94,16.96
3369,20/07/2021,64,91.91
9577,11/03/2021,59,17.72
2656,22/02/2020,66,196.25
1366,12/01/2019,96,58.8
5967,14/06/2021,66,112.44
8158,17/07/2019,96,140.88
3969,20/10/2021,37,61.81
5375,05/08/2020,77,160.15
2044,06/06/2021,37,148.35
1205,04/12/2019,44,70.73
3785,10/10/2021,50,58.58
4400,12/03/2022,68,80.15
3731,02/07/2021,46,117.33
4845,08/02/2020,69,35.02
5740,01/01/2019,21,155.71
5569,17/10/2019,99,79
7618,10/10/2020,97,98.14
9727,27/08/2022,43,154.96
7722,22/01/2019,82,15.52
7697,16/02/2018,42,125.86
7378,04/02/2021,66,174.05
4273,23/10/2019,17,65.67
8268,11/05/2019,23,194.83
2144,15/01/2018,96,16.14
5260,15/12/2022,92,112.09
7527,24/08/2022,93,156.06
8021,01/06/2022,16,29.69
3325,13/05/2019,62,49.92
9053,22/03/2022,32,153.83
5225,09/03/2021,36,122.94
6942,01/01/2022,38,68.27
3106,28/10/2018,78,65.54
5963,31/10/2018,75,12.29
3553,17/04/2021,65,69.72
9605,14/09/2020,23,101.96
4382,05/04/2019,20,62.88
1199,17/09/2022,96,170.69
6398,05/11/2020,9,61.58
3993,13/11/2021,84,172.93
5546,07/07/2018,96,46.1
8819,08/08/2020,13,112.02
8240,20/06/2018,61,47.51
2827,14/01/2022,57,157.71
5435,05/10/2020,81,43.54
5079,30/11/2019,36,138.79
1106,16/10/2019,66,99.4
8261,03/12/2019,82,140.52
9221,18/09/2019,41,155.62
3532,26/10/2019,21,46.46
9461,28/08/2020,84,123.09
5974,30/01/2020,19,68.18
7834,12/01/2018,98,188.6
5492,09/02/2018,91,48.42
7265,30/10/2019,72,116.39
2219,13/05/2019,21,71.84
7390,09/11/2021,91,102.54
9812,27/01/2020,57,185.49
7779,16/08/2022,20,176.05
9955,12/04/2022,85,59.54
6143,14/10/2022,47,181.97
6456,12/02/2019,87,194.57
7730,25/05/2020,51,163.15
8163,07/03/2018,65,175.89
2237,03/03/2021,12,195.1
8675,03/06/2021,84,198.66
3493,25/08/2021,43,23.87
8084,27/12/2022,3,86.28
6281,24/05/2020,20,59.18
6810,08/12/2022,92,174.78
1429,28/12/2020,78,189.45
6166,17/04/2019,85,49.67
4559,01/05/2022,46,15.19
4417,19/02/2020,7,94.89
2521,25/12/2018,65,183.52
6871,16/03/2022,41,88.87
2834,24/07/2020,3,11.38
6078,10/09/2022,9,92.49
7384,29/11/2022,61,13.01
1151,20/09/2018,67,39.59
5801,01/02/2020,80,88.83
3975,18/01/2020,15,159.45
5344,27/06/2021,42,15.41
3364,14/04/2020,6,112.5
7879,16/05/2018,15,194.06
1011,30/09/2019,61,99.2
2579,05/09/2020,64,152.26
4695,12/09/2021,11,151.21
4024,04/02/2022,85,67.21
3379,01/04/2021,95,187.58
1234,20/10/2018,82,16.48
6634,20/01/2019,81,175.21
8206,30/08/2018,96,63.07
8984,01/05/2022,71,96.7
7988,08/08/2021,4,193.3
5844,16/09/2018,45,68.34
9370,04/02/2019,19,169.6
3486,26/02/2021,68,109.76
3600,25/07/2018,88,41.47
4312,25/07/2019,7,192.22
8807,16/08/2020,42,35.86
4420,11/02/2022,79,122.86
3625,15/04/2022,32,84.34
2155,09/04/2019,36,36.68
4372,27/06/2020,19,137.73
8718,21/04/2019,85,93.27
6593,28/11/2022,35,190.4
7978,13/04/2021,22,176.49
6940,10/05/2019,86,103.96
5519,31/05/2019,82,106.49
8955,13/05/2019,75,104.05
7157,27/05/2021,67,175.37
2615,24/03/2021,13,32.32
7451,11/01/2022,96,17.57
8074,02/10/2021,4,51.05
7752,01/07/2022,4,148.52
5074,21/07/2019,58,158.9
3631,05/03/2019,72,156.45
9189,21/10/2022,12,73.42
7652,03/10/2019,80,104.47
6521,09/07/2022,57,180.2
9292,05/12/2021,83,116.49
7629,12/10/2022,34,37.7
5815,10/06/2021,73,194.44
5485,23/02/2018,64,52.65
3381,26/01/2018,38,56.3
4149,24/04/2020,24,171.1
5318,02/06/2020,48,79.26
6270,28/10/2022,90,56.91
8794,01/01/2021,41,29.91
4669,10/08/2020,35,119.11
3807,15/02/2018,72,95.21
6806,14/05/2018,93,62.46
3184,22/03/2020,28,135.74
7670,23/10/2018,99,112.53
2960,06/05/2022,10,126.63
3938,08/09/2022,24,15.6
7347,07/07/2022,53,82.45
3906,19/12/2021,56,177.02
2336,27/11/2019,58,152.84
7113,15/07/2018,22,10.33
7141,26/10/2022,9,191.59
3534,13/05/2021,48,119.06
1635,05/01/2021,16,163.37
3742,24/07/2018,64,46.7
7370,25/05/2022,58,189.36
9040,21/01/2019,52,17.9
2618,03/10/2022,67,27.28
3219,06/07/2020,98,47.63
2709,21/10/2019,72,101.98
1903,16/12/2020,6,45.73
3840,05/08/2021,41,150.46
9810,18/04/2018,88,176
8491,16/01/2019,29,145.36
1741,21/02/2020,27,181.06
6419,29/12/2018,50,167.05
5230,12/12/2022,55,139.28
7704,14/11/2021,2,89.02
8998,04/06/2019,77,11.98
4653,25/05/2018,82,31.73
5202,26/10/2021,92,186.82
2777,08/04/2022,16,85.03
1584,18/08/2020,62,30.78
2104,11/05/2019,56,126.91
9251,20/04/2022,25,156.02
5109,26/12/2018,45,97.79
4690,12/01/2019,81,46.92
9659,13/08/2019,72,40.61
1286,20/06/2021,93,42.28
1096,20/02/2020,1,116.92
