Product ID,Product Category,Promotions
6002,SmartPhones,Yes
1208,Electronics,Yes
1159,Electronics,No
1284,Home_Appliances,Yes
6499,SmartPhones,No
5933,Laptops,Yes
3423,Home_Appliances,No
8056,Home_Appliances,No
9927,SmartPhones,No
6067,SmartPhones,Yes
6685,Laptops,Yes
3664,SmartPhones,Yes
3022,Laptops,No
6737,Home_Appliances,Yes
8078,Electronics,No
7328,Electronics,No
8140,Home_Appliances,Yes
5997,Laptops,Yes
3270,SmartPhones,No
8557,Laptops,Yes
4975,SmartPhones,Yes
1097,Laptops,Yes
2753,SmartPhones,No
9369,Home_Appliances,Yes
3535,Electronics,No
3507,Home_Appliances,Yes
7401,Laptops,Yes
8194,Laptops,Yes
4943,Home_Appliances,No
9076,Laptops,Yes
5643,Electronics,No
8282,Laptops,No
9244,Laptops,Yes
6558,Home_Appliances,No
2117,Laptops,Yes
9608,SmartPhones,No
4796,Laptops,No
4876,Laptops,No
1613,SmartPhones,Yes
7187,Home_Appliances,Yes
4296,Home_Appliances,Yes
4334,SmartPhones,No
9653,Laptops,No
2100,Electronics,Yes
9170,SmartPhones,Yes
5118,Home_Appliances,No
9192,Electronics,No
1528,SmartPhones,Yes
2021,Electronics,No
2320,Home_Appliances,No
4690,SmartPhones,Yes
4214,Electronics,No
8040,Electronics,No
6763,Electronics,Yes
9785,Electronics,Yes
3958,Home_Appliances,No
2258,Home_Appliances,No
4609,SmartPhones,No
6224,Electronics,No
5583,Home_Appliances,No
3325,Laptops,Yes
7294,Laptops,No
4677,Laptops,Yes
1425,SmartPhones,Yes
8111,Electronics,Yes
5709,SmartPhones,Yes
4903,SmartPhones,Yes
7465,SmartPhones,No
3036,SmartPhones,Yes
1606,Home_Appliances,No
6145,SmartPhones,No
3406,Home_Appliances,Yes
8214,Home_Appliances,Yes
1264,Electronics,Yes
9372,SmartPhones,No
1404,SmartPhones,No
5817,Electronics,No
4464,SmartPhones,Yes
3458,Electronics,Yes
9982,Electronics,Yes
6192,SmartPhones,Yes
4782,Electronics,Yes
2305,SmartPhones,No
3052,Laptops,Yes
2932,Home_Appliances,No
8439,SmartPhones,No
8068,Electronics,Yes
7919,Home_Appliances,No
2765,SmartPhones,No
8138,Home_Appliances,Yes
9345,SmartPhones,No
5576,Laptops,No
9326,Laptops,No
4451,SmartPhones,Yes
8973,SmartPhones,No
5565,Home_Appliances,Yes
9813,Electronics,No
8288,SmartPhones,Yes
8082,Home_Appliances,No
2295,SmartPhones,Yes
9402,SmartPhones,Yes
6202,Electronics,Yes
4607,Home_Appliances,No
4253,Home_Appliances,Yes
3918,Laptops,Yes
3950,SmartPhones,No
9903,Electronics,No
7960,SmartPhones,Yes
8925,Home_Appliances,Yes
7701,SmartPhones,No
5271,Home_Appliances,No
4625,Electronics,No
1345,SmartPhones,No
9497,Home_Appliances,No
7125,Home_Appliances,Yes
2679,Electronics,Yes
5051,Laptops,No
2391,Laptops,Yes
3487,Laptops,Yes
7965,SmartPhones,No
8723,Home_Appliances,No
9736,Laptops,No
8409,Laptops,Yes
6089,Electronics,Yes
5095,Laptops,Yes
6535,Laptops,Yes
9007,Home_Appliances,No
2334,Laptops,Yes
3722,Electronics,Yes
9594,Laptops,No
5441,SmartPhones,Yes
7082,Laptops,Yes
3217,Laptops,Yes
1091,Electronics,No
3563,Home_Appliances,No
7982,Laptops,No
3497,Home_Appliances,No
7274,SmartPhones,No
4546,Home_Appliances,No
1855,Laptops,No
7442,Laptops,No
4504,Home_Appliances,No
2970,Home_Appliances,Yes
6668,Home_Appliances,No
4208,Electronics,No
9237,SmartPhones,No
5492,Electronics,No
8756,Electronics,Yes
3898,Electronics,Yes
9914,Electronics,No
3772,Electronics,No
4161,SmartPhones,Yes
9281,Electronics,No
2410,Electronics,Yes
1329,Home_Appliances,No
6042,Home_Appliances,Yes
5570,Home_Appliances,Yes
5249,Laptops,No
8367,Home_Appliances,Yes
4451,SmartPhones,Yes
5406,SmartPhones,Yes
4054,SmartPhones,No
6281,Electronics,Yes
2641,Laptops,Yes
8126,Home_Appliances,No
7572,Home_Appliances,Yes
7565,Home_Appliances,No
4251,SmartPhones,Yes
6670,Electronics,Yes
4024,Home_Appliances,Yes
8820,Laptops,Yes
4977,SmartPhones,Yes
7956,SmartPhones,No
3918,SmartPhones,Yes
4769,Home_Appliances,No
7974,Laptops,Yes
7524,Laptops,Yes
7626,Home_Appliances,No
7581,Laptops,No
8377,SmartPhones,No
7282,Electronics,No
9436,Laptops,No
9021,SmartPhones,No
1385,SmartPhones,No
2829,Laptops,Yes
3369,SmartPhones,No
9577,SmartPhones,No
2656,Electronics,No
1366,Electronics,No
5967,Home_Appliances,Yes
8158,Home_Appliances,No
3969,Laptops,Yes
5375,SmartPhones,Yes
2044,Laptops,No
1205,Laptops,Yes
3785,Electronics,Yes
4400,SmartPhones,No
3731,Laptops,Yes
4845,Electronics,Yes
5740,Laptops,No
5569,Electronics,No
7618,Laptops,Yes
9727,Home_Appliances,Yes
7722,Home_Appliances,Yes
7697,Home_Appliances,No
7378,Home_Appliances,No
4273,Electronics,Yes
8268,Electronics,No
2144,Laptops,No
5260,Electronics,No
7527,SmartPhones,No
8021,SmartPhones,Yes
3325,Electronics,No
9053,SmartPhones,No
5225,Home_Appliances,Yes
6942,Home_Appliances,No
3106,Laptops,No
5963,SmartPhones,No
3553,SmartPhones,No
9605,Laptops,Yes
4382,Electronics,Yes
1199,Home_Appliances,Yes
6398,Electronics,Yes
3993,Home_Appliances,No
5546,Electronics,Yes
8819,Electronics,No
8240,Home_Appliances,No
2827,Home_Appliances,No
5435,Laptops,No
5079,SmartPhones,No
1106,Home_Appliances,Yes
8261,Home_Appliances,Yes
9221,Laptops,Yes
3532,Laptops,Yes
9461,Laptops,No
5974,SmartPhones,No
7834,Electronics,No
5492,SmartPhones,No
7265,Home_Appliances,Yes
2219,Laptops,No
7390,SmartPhones,No
9812,Electronics,No
7779,SmartPhones,Yes
9955,SmartPhones,Yes
6143,Laptops,Yes
6456,SmartPhones,No
7730,Electronics,Yes
8163,SmartPhones,No
2237,Electronics,Yes
8675,Electronics,No
3493,SmartPhones,No
8084,SmartPhones,Yes
6281,Home_Appliances,No
6810,Home_Appliances,Yes
1429,Electronics,Yes
6166,SmartPhones,Yes
4559,Laptops,Yes
4417,Laptops,Yes
2521,Electronics,Yes
6871,Home_Appliances,Yes
2834,Laptops,No
6078,SmartPhones,Yes
7384,SmartPhones,No
1151,Laptops,Yes
5801,Home_Appliances,No
3975,Electronics,No
5344,Electronics,No
3364,Home_Appliances,Yes
7879,Laptops,No
1011,SmartPhones,Yes
2579,Home_Appliances,Yes
4695,Laptops,No
4024,Laptops,No
3379,Electronics,No
1234,Home_Appliances,Yes
6634,Laptops,No
8206,SmartPhones,No
8984,Electronics,No
7988,Home_Appliances,Yes
5844,Laptops,Yes
9370,Home_Appliances,Yes
3486,SmartPhones,Yes
3600,Home_Appliances,Yes
4312,Laptops,No
8807,SmartPhones,Yes
4420,Electronics,Yes
3625,Home_Appliances,No
2155,Laptops,Yes
4372,SmartPhones,Yes
8718,Electronics,No
6593,Electronics,No
7978,Laptops,No
6940,Laptops,No
5519,Laptops,No
8955,Laptops,No
7157,Laptops,Yes
2615,Home_Appliances,No
7451,Laptops,No
8074,Home_Appliances,Yes
7752,SmartPhones,No
5074,SmartPhones,No
3631,SmartPhones,No
9189,Home_Appliances,No
7652,Home_Appliances,No
6521,Home_Appliances,Yes
9292,Home_Appliances,No
7629,SmartPhones,No
5815,SmartPhones,Yes
5485,Home_Appliances,Yes
3381,Electronics,No
4149,Laptops,No
5318,Home_Appliances,No
6270,Home_Appliances,Yes
8794,Home_Appliances,No
4669,Electronics,No
3807,Electronics,No
6806,SmartPhones,Yes
3184,SmartPhones,No
7670,SmartPhones,Yes
2960,Laptops,Yes
3938,Laptops,Yes
7347,Laptops,Yes
3906,Laptops,Yes
2336,SmartPhones,Yes
7113,Electronics,Yes
7141,Home_Appliances,No
3534,Laptops,Yes
1635,SmartPhones,No
3742,Home_Appliances,No
7370,Electronics,No
9040,Electronics,No
2618,SmartPhones,No
3219,Laptops,No
2709,Laptops,No
1903,Electronics,No
3840,Electronics,Yes
9810,Home_Appliances,No
8491,Electronics,Yes
1741,Electronics,No
6419,SmartPhones,No
5230,SmartPhones,Yes
7704,Laptops,No
8998,Laptops,Yes
4653,Home_Appliances,No
5202,Laptops,No
2777,Home_Appliances,Yes
1584,Home_Appliances,Yes
2104,Laptops,Yes
9251,SmartPhones,Yes
5109,Electronics,No
4690,Laptops,Yes
9659,SmartPhones,Yes
1286,SmartPhones,No
1096,Laptops,Yes
