Sales Date,GDP,Inflation Rate,Seasonal Factor
27/10/2020,19604.91,1.31,1.13
09/09/2020,23170.39,4.56,1.04
19/12/2018,16287.14,3.78,1.08
14/09/2018,21908.18,4.14,0.83
01/04/2022,22930.55,3.05,0.82
03/06/2019,22823.71,4.68,0.88
14/01/2019,23458.62,4.77,1.18
23/12/2019,15991.06,3.31,0.81
05/01/2022,24735.8,1.39,0.89
10/10/2022,21735.26,1.43,1.13
18/05/2020,22614.09,2.26,0.99
06/10/2018,15822.48,2.97,0.95
14/05/2021,20539.16,2.16,1.14
21/10/2022,16792.97,4.99,1
22/03/2020,16433.68,2.6,1.04
27/02/2022,17002.63,4.38,0.96
13/09/2022,22563.03,4.2,1.18
01/09/2020,20114.15,1.59,0.98
29/05/2019,15996.03,1.21,0.83
02/01/2019,18027.53,3.49,1.1
21/04/2022,21620.93,2.96,0.9
16/07/2022,23801.26,1.48,0.98
25/06/2020,23847,1.66,0.97
05/01/2022,21600.79,3.74,1.03
25/02/2021,19946.91,4.88,1.05
19/04/2022,16281.98,2.47,1.12
17/04/2022,18451.43,2.43,0.94
23/05/2019,23689.4,1.46,0.87
30/10/2019,17666.19,3.78,1.04
13/02/2020,16000.57,3.7,0.93
20/07/2022,18633.34,2.74,1
18/09/2022,17973.2,3.29,1.12
09/01/2022,15672.7,4.2,0.99
13/12/2019,19329.1,3.16,0.88
30/05/2019,21278.44,3.06,0.87
13/03/2019,24371.63,3.13,1.05
05/03/2021,19624.87,1.96,1.1
25/09/2022,23459.67,2.07,0.91
10/06/2019,16135.59,1.77,0.9
08/08/2020,21469.22,1.15,0.86
01/03/2018,21442.94,1.17,1.09
24/04/2018,24005.75,2.63,0.95
23/03/2020,20709.73,3,0.85
31/05/2019,22731.91,2.25,1.13
09/07/2022,16442.78,1.7,1.19
16/04/2020,20334.7,3.8,0.85
17/05/2020,18629.98,3.86,1.13
14/08/2021,17529.83,2.54,1.06
22/07/2022,18884.71,4.64,0.96
09/09/2019,17103.86,4.56,1.17
07/12/2022,23664.45,4.29,1.18
18/02/2022,23767.61,4.28,1.13
02/11/2020,21952.1,4.05,1.06
14/07/2021,19006.62,3.51,0.93
15/08/2018,22926.42,2.28,0.99
18/06/2019,16986.64,2.66,0.87
06/09/2022,24068.45,4.9,0.88
12/04/2018,15890.61,2.47,1.18
29/01/2018,16185.12,3.85,0.88
13/08/2019,23563.38,3.4,1.2
28/01/2022,22924.64,1.12,1.19
19/06/2021,15857.39,2.88,1.15
07/11/2021,15730.56,3.23,0.82
22/08/2020,17536.57,3.48,0.92
06/10/2021,17602.92,3.01,1.17
28/09/2018,17604.06,2.25,1.19
21/11/2022,24027.93,2.05,1.13
24/11/2020,22368.69,2.97,1.18
19/04/2018,15358.62,2.04,1.08
26/08/2018,19577.6,1.45,1.09
11/09/2018,23349.54,4,1.13
10/04/2021,24204.13,1.98,1
23/12/2022,18735.58,4.72,0.84
11/11/2018,21283.57,2.08,1.06
31/03/2018,24474.18,5,1.16
09/03/2019,22981.47,3.98,1.02
09/07/2018,15891.88,4.41,0.87
07/08/2019,17985.47,4.2,1.09
03/11/2021,20126.53,2.96,1.15
04/07/2019,23109.94,3.46,0.97
10/07/2018,21476.11,3.85,1.17
13/07/2021,19373.56,4.63,0.99
19/09/2018,17954.82,1.19,0.83
17/11/2020,19646.56,3.88,1.13
06/06/2019,22405.16,2.85,1.11
03/04/2018,20872.08,2.82,1.07
01/12/2019,23716.16,1.43,1.01
19/03/2020,21918.06,4.48,1.19
13/09/2019,23046.41,1.35,0.85
18/08/2018,17092.29,3.59,1.06
21/09/2022,18009.18,2.85,0.99
27/08/2018,19714.89,4.44,1.03
27/08/2019,18338.5,1.41,1.14
01/05/2020,19874.97,2.94,1.04
20/04/2019,20764.03,3.21,0.91
26/12/2022,21975.14,1.08,0.92
19/08/2020,24217.36,4.41,1.09
26/09/2018,23330.81,3.69,1.09
26/06/2022,21670.56,1.52,0.88
26/07/2018,17347.19,3.23,1.2
10/12/2022,23279.49,4.58,0.81
23/11/2019,20619.81,2.95,1.2
25/04/2022,23534.08,4.49,1.04
17/12/2021,24626.47,4.02,1.19
14/08/2022,21299.26,4.48,1.16
31/01/2022,16542.96,2.45,1.13
04/10/2022,17453.16,4.24,0.94
17/12/2018,21294.4,1.98,1.1
13/05/2020,24180.2,4.59,1.18
16/06/2022,16455.84,1.04,1.12
23/06/2018,15614.68,4.04,1.06
22/03/2021,19020.03,3.72,1.02
17/01/2022,23270.04,4.6,1.04
05/12/2021,21974.71,4.55,1.11
08/05/2022,20374.33,2.56,1.09
01/12/2020,20213.36,4.03,0.86
29/12/2022,22265.09,4.95,0.84
20/09/2022,15477.33,3.6,0.85
18/03/2021,23053.88,4.96,1.03
26/09/2022,21669.22,4.26,1.03
02/01/2022,18278.47,3.33,1.13
19/07/2020,15819.47,1.25,1.16
16/03/2019,23720.15,3.34,1.05
12/11/2021,16443.46,1.51,1.08
13/12/2021,19554.32,1.13,0.86
01/09/2018,18695.86,2.16,1.01
31/01/2020,19859.26,4.16,0.86
10/04/2018,23191.25,2.96,0.85
19/05/2018,24002.87,4.13,0.99
10/04/2022,21672.21,1.6,1.09
27/06/2022,17328.22,2.58,1.02
16/02/2022,20719.95,4.18,1.08
11/08/2021,22505.59,3.01,0.81
04/01/2019,23296.91,4.36,1.03
11/07/2022,19914.73,4.74,0.94
29/04/2020,17571.78,1.46,0.84
08/08/2019,18067.94,2.63,0.87
07/01/2019,15987.44,1.57,1.16
09/02/2020,19929.79,4.01,0.95
06/07/2019,19841.72,2.63,0.89
06/07/2019,22629.78,3.61,0.85
02/07/2020,18733.05,4.94,1.11
17/05/2020,24611.14,3.48,1.06
02/01/2018,20978.68,4.36,0.95
22/09/2022,16614.16,3.14,0.83
20/03/2020,23782.79,1.84,1
16/12/2022,17730.13,3.65,0.93
30/07/2020,21087.87,1.02,0.8
26/04/2020,20381.31,4.15,1.06
08/01/2021,18529.95,4.25,1.13
03/03/2020,19626.93,4.74,0.98
02/03/2022,15899.67,3.45,0.92
25/04/2019,19928.38,3.82,1.04
06/02/2019,16704.77,1.78,1.1
14/05/2018,17596.24,3.28,0.89
01/02/2022,21806.8,4.53,0.8
05/08/2021,19325.48,4.98,0.91
13/08/2020,15469.65,4.67,1.01
11/01/2018,24902.65,1.9,1.08
27/05/2019,21259.95,1.39,0.99
28/04/2021,16078.41,1.95,0.94
10/08/2022,22757.49,3.48,1.11
31/03/2021,18773.95,4.56,1.08
07/05/2018,16018.28,1.22,0.82
02/04/2020,23645.83,4.15,1.05
26/02/2020,21509.21,3.7,0.81
04/11/2019,20951.75,1.27,1.12
19/03/2021,19210.07,3.9,0.98
09/10/2018,20131.26,3.61,0.94
08/05/2022,17910.64,4.88,1.01
28/04/2018,18438.16,4.91,1.06
28/05/2022,20997.62,2.32,1.03
15/06/2021,19543.02,4.16,0.82
08/01/2018,21239.2,1.96,1.09
12/07/2022,23260.84,1.03,0.8
03/03/2018,16944.03,3.34,1.11
02/03/2018,23853.82,3.88,0.94
01/01/2019,15209.94,3.71,0.95
25/11/2019,23094.88,3.64,1.18
04/12/2022,22948.98,1.77,0.95
14/10/2019,22630.82,3.35,1.14
06/06/2022,23728.51,4.41,1.19
05/03/2019,16674.34,2.55,1.15
06/02/2020,22124.87,3.1,0.99
28/08/2020,17195.26,1.81,1.15
24/03/2019,24354.99,2.5,1.02
20/03/2022,20839.62,2.86,1.05
12/07/2020,18170.2,2.53,0.87
28/06/2019,23426.03,3.05,1.06
12/04/2019,20460.26,2.34,1.07
12/09/2019,22056.43,4.99,1.2
19/06/2019,22831.28,2.62,0.96
24/08/2020,17275.78,3.89,0.88
22/11/2020,18406.6,1.34,1.14
27/04/2022,23529.44,1.12,0.86
18/09/2019,17254.91,2.7,1.1
06/09/2019,16536.91,4.81,0.93
20/02/2020,16883.39,1.43,1.03
01/08/2021,15320.59,3.76,1
12/02/2019,17058.92,2.16,1.01
28/04/2018,23597.07,2.64,0.86
22/09/2018,24550.97,4.46,0.85
27/09/2019,21037.09,4.76,1.03
07/01/2022,24910.85,2.78,1.13
12/12/2020,19626.95,1.16,0.84
12/12/2019,21130.28,4.24,0.87
03/01/2019,24108.33,1.73,1.03
01/12/2021,23825.56,3.15,1.07
30/11/2021,19112.78,4.05,0.85
06/06/2018,19509.36,2.01,1
24/02/2018,18436.58,2.6,0.88
22/01/2018,21702.96,2.86,0.98
28/01/2021,19707.88,2.12,0.86
28/05/2021,16684.53,3.69,0.8
11/11/2018,23926.88,3.13,0.98
10/09/2022,21903.47,2.78,1.04
01/05/2022,24087.56,1.8,0.81
30/01/2018,24587.45,1.39,1.13
22/01/2022,18226.8,3.51,1.05
20/03/2020,18565.76,1.69,0.96
25/01/2018,21579.62,2.11,1.05
18/05/2018,22125.31,4.17,1.17
31/05/2019,18320.47,3.54,1.15
10/10/2022,21085.33,3.34,0.95
28/10/2020,15212.13,4.04,0.85
20/02/2022,16375.55,2.99,0.88
23/02/2019,16342.67,2.27,1.11
02/12/2020,17290.1,3.93,0.94
09/01/2021,21080.63,2.53,0.93
13/07/2021,24536.61,1.21,1.2
15/09/2018,20074.25,2.7,0.99
17/01/2022,18031.01,3.31,1.19
11/07/2019,18777.17,2.88,0.97
07/04/2022,22619.29,2.71,0.83
03/05/2021,18804.5,2.22,0.91
28/05/2018,16547.24,1.76,0.81
04/02/2022,24402.85,4.88,0.95
23/09/2019,23850,4.97,0.85
02/02/2019,20096.08,2.95,1.08
26/08/2021,19777.26,4.69,0.94
29/11/2021,24442.65,1.59,0.9
26/01/2018,22060.7,4.9,0.83
30/11/2022,21918.37,3,1.01
15/04/2021,21361.8,4.11,0.94
05/07/2019,15064.2,1.67,1
24/05/2018,22330.42,1.68,0.95
10/02/2019,20670.92,1.85,0.88
16/07/2022,21268.37,3.5,1.15
13/06/2018,15642.62,1.12,0.89
09/10/2021,22517.99,1.03,1.03
18/07/2018,21029.85,4.95,1.1
27/08/2020,18707.85,4.56,1.2
10/01/2020,23730.77,4.23,0.8
25/01/2022,24510.62,4.01,0.9
20/06/2021,21602.28,1.01,1.06
04/02/2018,21779.29,1.93,0.99
15/12/2019,22342.78,2.18,0.88
17/11/2022,19979.25,1.35,1.13
27/11/2022,19821.69,3.16,0.9
23/03/2022,24933.61,1.12,1.17
25/02/2020,24515.04,3.68,1.07
21/07/2021,24317.8,4.07,1.04
12/02/2020,23084.47,1.89,0.85
17/08/2018,20728.39,1.51,0.93
27/03/2021,23471.19,4.92,0.93
22/06/2022,16065.86,1.04,1.14
24/10/2018,16474.25,2.13,1.1
11/05/2021,24968.49,3.83,0.99
10/10/2020,24811.43,2.33,1.13
03/10/2022,24231.58,4.1,1.14
05/09/2019,20479.43,2.35,1.07
01/04/2022,21963.76,1.78,1.14
19/07/2018,19575.33,1.65,0.86
20/08/2019,18622.26,4.42,0.84
11/02/2020,15960.48,4.9,0.87
29/08/2018,21269.73,2.62,0.81
23/03/2020,22758.5,4.96,1.07
12/05/2022,21323.34,2.78,0.8
19/06/2018,20868.5,4.95,0.99
15/06/2022,17983.63,1.5,0.93
14/01/2019,20560.6,3.15,1.12
11/05/2018,24656.81,4.59,0.87
11/01/2018,15391.43,3.3,1.06
25/02/2021,24799.28,3.02,0.95
18/12/2018,18006,4.78,1.01
11/09/2021,20226.66,4.94,0.94
11/11/2020,15367.34,1.57,1.14
02/10/2018,16284.92,3.49,0.83
18/06/2019,19560.68,4.78,1.07
02/01/2021,22144.45,3.25,1.06
23/05/2021,24924.49,2.73,0.81
08/06/2018,15659.59,3.56,0.95
13/05/2022,15098.63,2.51,1.19
04/08/2018,15955.41,2.4,1.03
03/02/2021,18179.96,4.01,0.87
03/02/2021,20923.1,2.04,1.07
08/09/2021,24184.42,3.56,0.95
20/10/2021,19389.6,2.42,0.99
19/07/2019,21356.35,1.35,0.92
28/09/2022,24448.67,1.66,0.82
08/02/2021,21770.33,4.73,0.85
20/11/2020,15139,1.76,1.13
02/01/2022,24942.22,3.64,1.17
01/11/2021,21745.22,4.53,1.01
25/12/2018,24524.84,2.69,0.95
20/08/2018,17900.65,2.93,0.91
20/02/2022,24291.09,4.84,1.01
06/08/2020,15058.91,2.84,0.92
11/01/2018,18545.32,1.41,1
19/12/2020,24131.09,1.03,1.11
09/04/2019,19283.41,1.73,1.12
17/06/2020,18537.38,2.74,0.94
15/08/2018,19210.56,2.32,0.81
08/09/2020,19890.68,2.98,1.07
28/10/2019,16314.18,4.83,1.12
15/11/2018,21783.1,2.37,1.19
08/06/2020,22609,1.99,0.86
18/01/2019,24942.57,1.99,1.13
28/08/2020,16886.69,4.42,1.05
15/04/2019,24903.99,4.72,0.97
06/07/2018,17217.75,2.7,0.82
11/08/2021,17805.56,2.4,0.97
08/04/2018,17119.78,2.89,1.16
01/06/2020,18342.82,1.45,1.07
10/11/2019,17382.52,2.1,1.03
22/12/2022,20865.61,4.65,1.06
31/01/2019,24418.18,3.48,0.92
08/04/2022,16278.32,2.67,1.08
20/01/2020,15677.08,2.68,1.17
08/06/2022,17896.56,4.82,0.82
25/02/2022,19377.45,3.04,1.02
31/03/2020,16600.03,1.87,1.08
21/07/2020,23524.75,2.19,0.91
17/12/2018,15390.91,1.59,1.15
08/07/2019,20345.95,1.01,0.94
27/10/2019,19083.43,3.45,0.93
05/07/2021,16767.35,4.89,1.01
19/01/2022,23168.47,1.88,0.91
15/11/2018,16483.34,2.92,1
14/01/2019,21475.64,1.08,0.87
02/08/2022,16435.22,2.71,0.98
25/07/2018,18778.75,1.08,1.13
28/09/2018,24385.98,3.4,1.12
10/06/2022,17023.22,2.92,1.03
29/07/2022,17438.09,3.17,0.91
10/09/2018,16025.66,4.55,0.97
05/04/2019,18533.1,2.15,1.17
07/11/2021,16695.59,1.44,0.84
02/01/2020,24233.2,4.68,1.16
31/12/2018,16502.2,3.67,0.92
15/12/2019,24328.82,4.24,1.08
04/06/2022,18202.56,2.56,1.09
27/07/2022,16446.68,2.29,0.85
24/12/2019,21017.43,3.55,0.86
24/02/2020,18846.27,3.32,0.97
10/12/2021,24939.05,1.07,1.02
14/08/2018,17946.97,1.58,1.14
12/05/2019,16172.36,3.78,0.86
26/11/2021,19768.27,3.38,0.86
19/01/2020,20691.83,4.25,0.86
20/08/2020,19115.22,2.35,1.11
11/08/2019,20032.95,1.04,1.13
08/02/2021,19236.7,1.63,1.19
13/02/2020,17189.06,1.73,1.1
31/07/2022,23272.54,1.66,1.12
03/02/2019,21031.9,4.39,0.81
30/11/2018,22565.21,2.24,1.02
08/05/2019,15456.81,2.26,1.18
01/01/2020,18144.72,2.56,0.94
10/12/2021,20021.77,4.1,0.81
03/09/2020,16612.23,3.73,0.83
11/01/2022,24934.17,3.01,1.2
24/04/2022,17908.42,3.49,1.18
30/12/2022,17088.21,3.44,0.83
07/03/2021,16426.23,4.48,1.02
18/10/2020,16614.72,2.12,0.95
26/05/2018,24861.43,4.91,1.11
24/08/2021,18634.72,2.15,0.96
21/06/2020,15834.91,2.65,0.98
25/06/2021,16545.62,1.42,0.95
15/10/2022,18489.38,2.87,1.01
12/08/2018,22682.17,1.8,0.93
03/12/2019,17783.75,1.15,0.86
26/10/2018,15624,4.23,1.12
14/03/2019,17698.48,3.54,0.83
15/07/2019,20247.78,3.68,0.9
09/07/2018,16986.05,4.77,0.99
11/11/2021,24125.98,3.28,1.13
09/06/2018,21640.63,4.29,1.09
30/01/2018,23643.01,1.45,1.19
23/06/2019,21342.93,3.56,1.03
24/03/2019,21009.43,1.86,0.88
23/10/2021,15161.91,4.59,1
03/12/2021,19103.87,2.41,1.02
16/04/2022,19283.84,1.71,1.04
11/06/2020,22020.93,4.75,1.16
29/06/2018,16036.75,4,1.05
24/07/2018,23517.05,1.85,1.11
23/08/2018,24676.16,4.66,0.97
16/01/2018,23796.07,2.06,1.14
10/10/2021,15155.3,1.61,0.95
07/08/2022,24591.61,4.97,0.9
30/01/2019,16288.7,3.55,1.19
05/04/2020,15995.78,4.2,1
23/09/2022,24487,1.82,0.84
24/01/2018,21181,3.17,1.19
21/02/2018,16865.55,3.61,0.89
01/01/2021,21592.58,2.1,1.17
31/07/2021,24271.99,1.49,0.86
05/01/2019,18908,2.96,0.81
23/09/2020,23897.14,3.53,0.98
04/01/2019,16172.07,2.37,0.94
11/01/2018,16928.45,1.12,0.81
08/04/2022,23985.72,1.12,0.86
30/01/2022,19815.75,4.81,0.94
14/08/2020,24223.48,2,0.88
15/03/2020,22941,4.82,1
17/05/2020,21072.96,2.72,1.03
19/07/2021,20868.69,2.17,1.13
23/12/2019,19293.87,1.74,0.9
07/09/2021,15096.33,3.75,1.09
11/08/2020,18855.91,3.41,1.01
22/02/2021,21821.32,2.74,1.13
08/02/2019,24902.6,2.68,0.85
16/05/2021,17850.37,3.57,1.14
03/08/2020,23958.3,4.67,0.82
23/05/2018,17746.74,4.01,0.96
08/10/2020,19933.37,3.56,1.16
19/06/2021,16387.34,4.97,1.14
09/04/2019,24341.1,4.47,0.9
15/08/2018,18293.29,3.45,1.12
01/12/2021,16262.89,4.45,1.1
28/07/2021,21612.69,4.91,0.93
08/04/2019,18530.1,4.34,0.9
24/11/2021,17124.75,3.68,0.99
20/01/2019,22604.88,2.25,0.98
03/10/2022,24166.97,2.54,0.98
20/02/2019,19230.94,3.75,1.18
29/10/2018,15165.88,2.84,0.91
17/09/2021,24269.28,1.34,0.97
23/03/2020,19413.41,2.48,0.82
08/02/2022,16766.45,2.1,1.04
06/06/2020,17195.8,1.21,0.81
04/05/2019,23826,3.8,0.96
27/07/2018,17057.05,4.14,0.94
16/12/2021,16850.79,4.63,1.05
13/10/2022,16666.45,2.33,0.98
26/09/2021,24743.71,4.53,0.87
01/05/2021,23732.19,2.89,0.82
07/03/2021,22549.92,4.1,0.84
15/07/2020,17535.37,2.84,1.13
25/12/2021,17699.37,3.08,1.06
20/04/2020,19978.32,1.98,1.1
07/01/2020,21387.34,4.86,1.15
09/07/2020,18910.26,2.67,1.2
26/01/2019,19334.6,2.82,1.19
14/08/2019,19663.17,1.6,1.19
14/09/2019,19538.58,1.87,1.13
19/04/2018,21602.53,1,0.9
05/12/2022,22131.97,1.57,1.09
13/04/2021,24329.35,1.99,1.07
15/05/2020,24201.94,3.39,0.87
22/10/2021,17500.2,2.67,0.88
25/06/2018,18759.66,4.5,0.97
14/12/2020,18541.94,2.87,1.18
26/02/2018,22558.56,3.46,0.92
03/04/2021,22553.35,2.57,0.96
05/08/2020,15846.59,2.08,1.19
14/11/2019,21905.93,4.46,0.85
23/02/2022,20620.49,4.87,0.85
09/09/2019,21236.64,1.8,0.83
21/05/2021,16036.07,1.1,1
24/04/2018,23202.71,4.37,1.02
26/10/2022,21361.97,1.74,1.13
16/12/2018,19804.66,2.16,0.84
23/01/2020,19639.64,4.25,0.86
25/07/2020,15340.84,3.6,1.06
29/03/2018,17769.04,4.93,0.94
08/03/2019,16744.97,1.61,1.06
30/07/2020,22849.61,3.63,1.17
15/09/2022,20760.39,4.71,1.11
15/06/2019,15675.7,1.12,1.09
17/07/2018,22599.09,4.93,1.12
04/08/2018,24223.76,1.25,0.9
01/10/2022,24235.51,2.28,1.08
30/09/2018,17524.95,2.75,0.91
28/02/2022,20821.08,3.52,1.07
10/03/2018,20682.95,4.46,0.94
13/10/2020,18564.85,4.6,1.14
17/06/2020,16271.92,3.07,0.84
18/04/2019,17240.21,4.76,1.17
10/03/2020,15747.77,3.3,1.14
02/10/2019,24369.27,4.94,1.06
24/11/2019,16392.89,3.19,1.09
28/04/2019,24810.56,4.8,1.04
23/12/2022,22233.3,1.42,1
24/08/2021,15214.43,1.22,1.11
30/12/2020,15521.4,4.06,1.08
07/12/2021,16179.93,3.46,1.16
01/02/2019,17320.33,3.35,0.89
09/03/2021,23126.22,1.31,0.85
02/08/2019,16297.16,2.59,1.06
06/06/2018,22052.55,4.25,1.16
27/06/2020,23689.71,1.98,1.16
30/11/2021,24004.25,3.82,1.05
10/06/2018,22419.09,1.84,0.95
15/03/2018,15212.9,4.35,0.91
08/09/2019,15188.48,2.53,0.98
26/02/2019,21604.02,1.13,1.11
31/05/2021,22572.52,2.36,1.13
09/11/2022,20532.94,4.81,1.17
25/10/2022,24603.05,2.87,1.2
28/09/2018,24988.06,4.09,0.92
21/03/2018,22824.26,4.24,1.04
21/09/2019,19438.09,1.07,0.8
05/01/2020,15585.85,4.76,0.91
12/05/2018,23690.55,1.51,1.05
20/11/2022,21546.01,1.74,1
02/04/2021,24517.04,4.97,1.19
21/10/2021,18497.3,1.31,0.98
08/06/2018,15713.93,2.71,0.91
31/10/2019,23973.92,2.5,1.18
27/06/2021,24303.09,4.65,0.81
13/07/2022,18788.4,3.33,1.06
20/02/2020,24586.25,4.97,1.03
12/02/2022,21071.02,3.64,1.01
06/07/2019,18286.85,4.2,1.19
22/07/2020,19450.07,4.83,0.96
22/12/2019,21052.19,2.8,0.97
06/01/2021,21055.46,4.18,0.94
16/06/2018,21326.3,4.09,1.16
01/02/2018,22428.54,1.51,0.81
19/02/2018,20148.97,3.12,0.96
27/12/2019,16190.3,4.59,1.16
19/01/2022,24106.74,3.52,1.1
16/08/2019,22237.07,3.36,1.13
21/06/2018,18793.75,2.75,1
03/05/2022,15482.88,3.07,1.01
25/09/2022,22573,4.81,0.82
31/05/2020,18473.46,1.66,0.92
17/06/2020,24888.06,4.01,1.17
16/10/2018,20983.92,1.16,1.16
25/06/2022,17031.41,4.77,1.03
02/12/2020,22162.51,4.68,0.85
07/10/2020,22316.34,1.47,0.94
05/03/2022,20070.6,2.1,1.05
08/10/2021,19333.78,4.73,1.12
25/01/2019,17459.14,3.35,1.15
11/10/2021,23138.69,3.93,0.91
24/07/2021,19343.19,2.96,1.04
21/03/2018,21377.15,2.94,1.06
03/12/2022,19902.22,3.52,1.04
12/09/2020,19195.94,2.79,0.9
26/08/2018,18475.79,2.59,0.85
17/09/2022,17909.3,3.03,1.16
05/05/2018,19112.29,4.24,0.97
22/04/2018,21362.66,1.18,0.98
18/03/2021,16292.15,3.16,1.18
02/07/2022,22668.42,3.21,1.06
08/03/2019,23597.23,1.92,1.12
10/11/2019,15360.75,1.08,1.18
24/10/2020,17830.9,1.1,1.05
11/03/2018,16311.93,3.96,0.91
06/06/2018,15147.42,4.32,1.04
15/07/2018,23314.72,4.44,1.11
15/11/2020,17026.67,2.06,1.06
11/02/2020,20609.96,2.93,1.16
03/11/2020,24514.57,4.05,1.09
04/04/2019,19470.85,2.91,0.84
12/11/2019,20608.85,1.83,1.18
21/06/2018,15589.33,2.97,0.96
05/09/2022,17681.45,1.84,1.02
22/01/2021,19613.72,2.93,1.02
04/08/2018,22568.87,1.65,1.1
09/02/2019,23855.03,2.98,1.05
24/09/2020,15092.59,1.47,1.2
06/12/2020,16415.18,3.09,0.88
29/11/2020,24362.02,4.71,1.09
03/12/2018,18176.88,1.72,0.99
01/10/2019,18310.35,1.24,0.99
17/05/2018,21288.22,4.71,0.91
11/04/2021,20611.12,3.57,0.88
30/07/2018,20636.6,1.51,1.01
08/11/2019,17093.07,1.01,0.89
07/07/2018,23746.14,2.29,1.16
08/10/2018,18270.89,3,0.85
12/02/2020,18117.62,3.09,1.01
07/12/2018,20604.86,2.96,1.12
16/02/2021,23661.38,4.42,1.11
31/01/2022,18742.06,4.73,1.2
24/06/2020,18284.52,4.64,1.17
27/01/2018,18982.94,4.98,1.08
04/07/2021,24972.32,3.53,1
16/03/2022,18695.34,3.45,1.09
19/11/2022,19433.78,3.84,0.93
23/07/2019,23372.74,4.39,0.93
16/04/2021,19163.79,3.67,0.82
17/08/2022,16725.85,1.18,1.04
18/04/2020,17737.63,2.4,0.94
05/03/2021,22295.5,1.74,1.04
20/04/2022,19603.49,4.51,1.18
11/09/2022,18104.87,2.52,0.91
15/10/2018,17727.99,1.8,1.19
29/11/2021,20786.96,2.4,1.06
26/08/2022,24496.65,3.34,0.86
09/12/2021,18421.81,4.87,1.02
05/07/2018,19676.88,1.13,0.85
31/08/2020,20637.69,3.63,1.16
07/12/2021,19214.08,2.34,1.06
19/01/2019,22520.45,2.76,1.05
05/02/2022,22233.72,3.4,0.99
07/09/2019,19209.86,4.1,1.18
29/04/2021,23865.95,4.86,1.18
09/03/2021,24703.25,2.24,1.11
28/07/2020,17004.07,1.69,0.92
29/04/2019,21847.14,4.38,0.95
23/11/2018,24128.33,3.67,1.13
12/04/2022,18998.84,2.31,0.91
07/05/2021,21698.77,4.88,0.81
22/04/2022,21105.67,4.01,1.17
10/10/2018,19354.01,2.36,1.06
05/11/2018,17610.19,4.82,0.87
29/10/2021,18462.87,3.93,1.06
04/07/2022,21862.99,1.05,1.06
15/05/2020,22420.65,1.46,1.12
25/10/2020,16116.72,1.72,0.97
18/11/2022,24482.01,3.83,0.9
23/07/2022,15485.44,2.13,0.85
31/07/2020,19257.03,3.7,1.11
16/01/2021,15175.19,2.3,1.05
02/01/2020,16752.34,3.14,0.85
20/07/2021,24718.53,3.76,0.9
11/03/2021,15382.87,3.44,1.09
22/02/2020,24274.41,4,0.97
12/01/2019,24651.6,4.17,1.03
14/06/2021,18742.36,2.89,1.1
17/07/2019,20015.63,1.18,0.96
20/10/2021,15187.19,2.66,0.85
05/08/2020,17213.24,1.07,0.93
06/06/2021,21347.73,2.32,0.96
04/12/2019,19619.48,3.97,0.88
10/10/2021,21313.84,3.25,0.94
12/03/2022,19514.99,2.87,0.86
02/07/2021,22513.88,2.14,1.1
08/02/2020,18957.5,1.85,0.84
01/01/2019,18520.25,1.87,1.16
17/10/2019,20023.05,3.13,0.89
10/10/2020,24239.11,1.71,0.92
27/08/2022,18833.53,3.61,1.19
22/01/2019,21097.06,3.01,0.83
16/02/2018,21843.63,4.81,0.81
04/02/2021,18690.64,4.5,0.87
23/10/2019,20776.02,2.84,1.07
11/05/2019,23720.85,4.64,0.9
15/01/2018,23621.69,1.28,0.97
15/12/2022,19808.08,3.9,0.92
24/08/2022,22166.25,3.05,1.06
01/06/2022,22219.94,2.47,1.06
13/05/2019,21420.36,1.3,1.16
22/03/2022,21891.94,2.32,0.98
09/03/2021,20217.79,1.1,1.15
01/01/2022,19752.85,2.76,0.92
28/10/2018,21367.62,1.11,0.88
31/10/2018,19769.74,4.6,1.19
17/04/2021,23654.09,2.94,0.87
14/09/2020,21687.45,1.26,0.89
05/04/2019,18565.01,2.84,1.17
17/09/2022,18635.6,1.13,1.05
05/11/2020,19466.33,3.09,0.9
13/11/2021,16774.31,4.92,0.91
07/07/2018,20225.58,1.24,0.89
08/08/2020,22900.16,1.29,0.99
20/06/2018,17999.61,1.04,0.97
14/01/2022,24922.38,2.01,0.96
05/10/2020,24514.36,2.2,1.15
30/11/2019,16114.7,4.03,0.87
16/10/2019,15655.59,2.73,0.92
03/12/2019,22787.92,4.05,0.89
18/09/2019,21847.46,4.71,0.88
26/10/2019,23523.57,3.44,0.86
28/08/2020,17287.24,2.05,1.17
30/01/2020,19497.08,2.7,0.96
12/01/2018,18536.12,4.22,1.19
09/02/2018,23325.52,1.09,0.97
30/10/2019,21175.56,2.76,0.91
13/05/2019,24520.45,4.79,1.11
09/11/2021,15593.17,1.22,0.94
27/01/2020,16342.85,4,0.93
16/08/2022,20618.36,2.75,0.93
12/04/2022,16404.68,4.08,1.15
14/10/2022,16841.4,2.87,0.98
12/02/2019,21036.17,4.73,0.86
25/05/2020,24129.82,3.05,0.81
07/03/2018,17826.46,2.34,0.83
03/03/2021,22985.91,4.39,0.84
03/06/2021,23177.56,2.86,1.16
25/08/2021,20277.14,3.77,1.13
27/12/2022,21236.9,2.56,0.8
24/05/2020,20323.64,3.61,0.88
08/12/2022,22729.92,1.82,0.87
28/12/2020,20400.76,4.82,0.93
17/04/2019,19242.84,2.08,1.17
