Customer_ID,gender,Partner,Dependents,Senior_Citizen,Call_Duration,Data_Usage,Plan_Type,Plan_Level,Monthly_Bill_Amount,Tenure_Months,Multiple_Lines,Tech_Support,Churn
NSat3435,Male,No,No,0,170,9.48,Prepaid,Basic,100,9,Yes,Yes,1
NSat3436,Female,Yes,No,1,454,7.67,Prepaid,Premium,126,42,Yes,Yes,0
NSat3437,Female,No,No,0,249,8.38,Prepaid,Basic,92,9,Yes,No,0
NSat3438,Male,No,No,0,277,6.9,Postpaid,Premium,226,6,Yes,Yes,0
NSat3439,Female,No,No,0,377,7.65,Prepaid,Premium,126,39,Yes,Yes,0
NSat3440,Female,No,No,1,544,12.13,Prepaid,Basic,80,1,No,No,1
NSat3441,Male,Yes,Yes,0,161,12.06,Prepaid,Basic,80,9,No,No,0
NSat3442,Female,Yes,No,1,260,7.09,Prepaid,Premium,126,33,Yes,Yes,1
NSat3443,Female,Yes,Yes,0,396,7.5,Postpaid,Premium,154.15,4,Yes,Yes,0
NSat3444,Male,Yes,No,0,186,7.05,Prepaid,Basic,88,12,No,Yes,1
NSat3445,Male,No,Yes,0,238,10.32,Postpaid,Premium,141.05,18,Yes,Yes,0
NSat3446,Male,No,No,0,325,10.52,Prepaid,Basic,100,3,Yes,Yes,0
NSat3447,Male,No,Yes,0,125,8.69,Prepaid,Basic,92,13,Yes,No,0
NSat3448,Male,No,Yes,0,260,8.07,Prepaid,Basic,100,13,Yes,Yes,0
NSat3449,Male,No,No,0,124,5.58,Postpaid,Premium,286.45,18,Yes,Yes,0
NSat3450,Female,No,No,1,120,13.72,Prepaid,Premium,126,59,Yes,Yes,0
NSat3451,Male,Yes,Yes,0,144,15.35,Postpaid,Premium,268.55,12,Yes,Yes,0
NSat3452,Male,No,No,0,366,14.14,Prepaid,Basic,92,11,Yes,No,0
NSat3453,Male,No,No,1,495,6.78,Postpaid,Premium,206.75,30,Yes,Yes,1
NSat3454,Male,No,No,0,130,9.85,Postpaid,Premium,264.7,4,Yes,Yes,0
NSat3455,Male,Yes,Yes,0,126,10.01,Postpaid,Premium,144.35,32,Yes,Yes,1
NSat3456,Female,Yes,No,0,274,13.54,Prepaid,Premium,126,28,Yes,Yes,1
NSat3457,Female,Yes,No,0,153,8.48,Prepaid,Premium,126,29,Yes,Yes,0
NSat3458,Male,Yes,No,0,200,8.72,Prepaid,Premium,126,32,Yes,Yes,1
NSat3459,Male,No,No,0,130,6.26,Prepaid,Basic,80,5,No,No,0
NSat3460,Female,No,No,0,468,13.93,Prepaid,Basic,80,3,No,No,1
NSat3461,Male,No,No,0,367,8.54,Postpaid,Premium,102.1,27,Yes,Yes,1
NSat3462,Male,Yes,No,0,376,13.82,Prepaid,Basic,100,4,Yes,Yes,1
NSat3463,Male,Yes,No,0,166,12.72,Postpaid,Premium,308.1,36,Yes,Yes,0
NSat3464,Female,No,No,0,309,15.04,Prepaid,Basic,80,1,No,No,1
NSat3465,Male,No,No,0,231,11.15,Postpaid,Premium,256.5,34,Yes,Yes,1
NSat3466,Male,Yes,Yes,0,109,8.19,Prepaid,Basic,80,13,No,No,0
NSat3467,Male,Yes,Yes,0,128,13.7,Prepaid,Basic,80,5,No,No,0
NSat3468,Female,No,No,0,424,15.24,Postpaid,Premium,174.45,33,Yes,Yes,1
NSat3469,Male,No,No,0,395,11.48,Prepaid,Basic,92,2,Yes,No,0
NSat3470,Male,No,No,0,146,9.88,Prepaid,Premium,126,33,Yes,Yes,1
NSat3471,Female,No,No,0,433,8.14,Prepaid,Premium,126,16,Yes,Yes,0
NSat3472,Male,Yes,No,0,124,13.64,Prepaid,Premium,126,55,Yes,Yes,0
NSat3473,Male,Yes,Yes,0,170,13.97,Prepaid,Premium,126,27,Yes,Yes,0
NSat3474,Female,No,No,0,128,17.78,Postpaid,Premium,336.85,10,Yes,Yes,0
NSat3475,Male,Yes,Yes,0,86,11.5,Postpaid,Premium,263.05,31,Yes,Yes,1
NSat3476,Female,Yes,No,1,417,11.41,Postpaid,Premium,185.5,45,Yes,Yes,0
NSat3477,Male,No,No,0,311,14.79,Prepaid,Basic,80,3,No,No,1
NSat3478,Male,Yes,Yes,0,285,12.38,Postpaid,Premium,111.7,54,Yes,Yes,0
NSat3479,Male,No,No,0,318,17.31,Postpaid,Premium,299.8,19,Yes,Yes,0
NSat3480,Female,No,No,0,506,7.43,Postpaid,Premium,128.35,24,Yes,Yes,1
NSat3481,Male,No,No,0,232,7.55,Prepaid,Premium,126,24,Yes,Yes,1
NSat3482,Male,Yes,Yes,0,370,12.79,Prepaid,Basic,88,14,No,Yes,0
NSat3483,Female,No,No,1,544,7.38,Postpaid,Premium,239.2,31,Yes,Yes,1
NSat3484,Female,Yes,Yes,0,322,16.49,Prepaid,Premium,126,27,Yes,Yes,1
NSat3485,Female,Yes,No,1,239,10.44,Prepaid,Premium,126,30,Yes,Yes,1
NSat3486,Male,No,No,1,135,17.6,Postpaid,Premium,288.2,42,Yes,Yes,0
NSat3487,Female,No,No,0,255,7.62,Prepaid,Basic,88,14,No,Yes,0
NSat3488,Female,No,No,0,164,6.11,Postpaid,Premium,306.4,24,Yes,Yes,1
NSat3489,Male,No,No,0,316,10.49,Prepaid,Premium,126,27,Yes,Yes,1
NSat3490,Female,Yes,Yes,0,104,6.4,Prepaid,Premium,126,37,Yes,Yes,0
NSat3491,Female,Yes,No,1,108,12.85,Prepaid,Premium,126,34,Yes,Yes,1
NSat3492,Female,No,No,0,175,11.38,Postpaid,Premium,296.25,32,Yes,Yes,1
NSat3493,Male,No,No,1,520,15.1,Postpaid,Premium,329.95,30,Yes,Yes,1
NSat3494,Male,No,No,0,442,7.45,Prepaid,Basic,80,14,No,No,1
NSat3495,Female,Yes,Yes,0,355,14.12,Postpaid,Premium,162.85,46,Yes,Yes,0
NSat3496,Female,Yes,Yes,0,118,9.09,Prepaid,Basic,92,14,Yes,No,0
NSat3497,Male,No,No,0,298,12.55,Prepaid,Premium,126,8,Yes,Yes,0
NSat3498,Female,Yes,Yes,0,536,11.06,Prepaid,Basic,80,11,No,No,0
NSat3499,Male,No,No,1,154,14.99,Prepaid,Basic,92,11,Yes,No,0
NSat3500,Male,Yes,No,1,371,17.26,Prepaid,Basic,92,9,Yes,No,1
NSat3501,Female,No,No,0,432,10.91,Postpaid,Premium,234.25,55,Yes,Yes,0
NSat3502,Male,No,No,0,341,16.21,Prepaid,Basic,80,12,No,No,1
NSat3503,Male,Yes,No,0,176,10.66,Prepaid,Premium,126,33,Yes,Yes,1
NSat3504,Female,No,No,1,118,14.2,Prepaid,Basic,92,12,Yes,No,1
NSat3505,Female,No,No,0,322,11.32,Prepaid,Premium,126,26,Yes,Yes,1
NSat3506,Male,No,No,1,108,6.04,Prepaid,Premium,126,25,Yes,Yes,1
NSat3507,Male,Yes,No,0,272,12.87,Postpaid,Premium,287.2,54,Yes,Yes,0
NSat3508,Male,No,No,0,178,9.75,Prepaid,Premium,126,32,Yes,Yes,0
NSat3509,Female,Yes,Yes,1,398,12.22,Postpaid,Premium,230.1,33,Yes,Yes,0
NSat3510,Male,No,No,0,88,9.37,Postpaid,Premium,121.4,29,Yes,Yes,1
NSat3511,Male,Yes,No,0,208,8.53,Prepaid,Basic,100,4,Yes,Yes,0
NSat3512,Female,Yes,Yes,0,357,13.38,Prepaid,Basic,80,6,No,No,0
NSat3513,Female,Yes,Yes,0,177,11.56,Postpaid,Premium,352.45,21,Yes,Yes,0
NSat3514,Female,No,No,1,143,8.69,Prepaid,Premium,126,34,Yes,Yes,1
NSat3515,Female,No,Yes,0,126,5.53,Postpaid,Premium,107.5,51,Yes,Yes,0
NSat3516,Female,No,No,0,36,11.08,Prepaid,Basic,100,10,Yes,Yes,1
NSat3517,Female,Yes,No,0,404,8.32,Prepaid,Premium,126,29,Yes,Yes,1
NSat3518,Male,Yes,No,0,293,13.51,Postpaid,Premium,359.35,34,Yes,Yes,1
NSat3519,Female,No,No,0,351,14.59,Prepaid,Premium,126,36,Yes,Yes,0
NSat3520,Female,No,No,0,435,17.08,Postpaid,Premium,309.95,25,Yes,Yes,1
NSat3521,Female,Yes,No,0,477,8.37,Prepaid,Basic,80,9,No,No,1
NSat3522,Male,No,No,0,442,14.04,Prepaid,Basic,100,8,Yes,Yes,0
NSat3523,Female,No,No,0,209,8.68,Prepaid,Basic,80,13,No,No,0
NSat3524,Male,No,No,0,469,5.05,Prepaid,Premium,126,24,Yes,Yes,1
NSat3525,Female,No,No,0,453,6.83,Prepaid,Basic,100,12,Yes,Yes,0
NSat3526,Female,Yes,Yes,0,298,6.1,Postpaid,Premium,191.85,2,Yes,Yes,0
NSat3527,Female,No,No,0,345,10.62,Prepaid,Basic,80,8,No,No,1
NSat3528,Male,Yes,Yes,0,447,14.11,Prepaid,Premium,126,17,Yes,Yes,0
NSat3529,Female,No,No,0,298,15.95,Prepaid,Premium,126,16,Yes,Yes,0
NSat3530,Female,Yes,No,0,39,16.53,Postpaid,Premium,171.85,33,Yes,Yes,1
NSat3531,Male,Yes,Yes,0,525,10.79,Prepaid,Basic,88,2,No,Yes,0
NSat3532,Female,Yes,Yes,0,454,6.73,Prepaid,Premium,126,32,Yes,Yes,1
NSat3533,Male,No,No,0,211,8,Prepaid,Premium,126,25,Yes,Yes,1
NSat3534,Female,No,No,0,44,13.96,Prepaid,Premium,126,27,Yes,Yes,1
NSat3535,Female,Yes,Yes,0,429,6.32,Prepaid,Premium,126,30,Yes,Yes,0
NSat3536,Male,Yes,No,1,246,14.61,Prepaid,Premium,126,33,Yes,Yes,1
NSat3537,Male,Yes,Yes,0,368,9.46,Prepaid,Basic,88,8,No,Yes,0
NSat3538,Female,Yes,Yes,0,408,8.04,Prepaid,Basic,100,4,Yes,Yes,0
NSat3539,Male,No,No,0,319,14.38,Prepaid,Premium,126,31,Yes,Yes,0
NSat3540,Female,Yes,Yes,0,454,6.76,Prepaid,Basic,80,14,No,No,1
NSat3541,Male,Yes,Yes,0,62,11.41,Prepaid,Basic,80,11,No,No,1
NSat3542,Male,No,No,0,111,7.8,Prepaid,Basic,80,10,No,No,0
NSat3543,Female,No,No,0,391,14.43,Postpaid,Premium,246.3,29,Yes,Yes,1
NSat3544,Female,Yes,No,0,398,7.15,Postpaid,Premium,140.95,59,Yes,Yes,0
NSat3545,Male,Yes,No,0,412,6.68,Prepaid,Premium,126,36,Yes,Yes,0
NSat3546,Male,No,No,0,360,6.29,Prepaid,Basic,92,1,Yes,No,1
NSat3547,Female,No,No,0,428,7.83,Prepaid,Premium,126,29,Yes,Yes,1
NSat3548,Female,Yes,No,0,439,11.4,Prepaid,Basic,92,1,Yes,No,1
NSat3549,Male,Yes,Yes,0,389,10.8,Prepaid,Premium,126,33,Yes,Yes,1
NSat3550,Male,No,No,0,498,10.57,Prepaid,Premium,126,28,Yes,Yes,1
NSat3551,Male,Yes,No,1,403,15.92,Postpaid,Premium,223.15,25,Yes,Yes,1
NSat3552,Male,No,No,0,346,4.62,Postpaid,Premium,208.8,24,Yes,Yes,1
NSat3553,Female,Yes,Yes,0,99,13.89,Prepaid,Premium,126,26,Yes,Yes,1
NSat3554,Female,Yes,Yes,0,357,11.73,Prepaid,Basic,88,10,No,Yes,0
NSat3555,Male,No,No,0,154,9.85,Prepaid,Basic,80,8,No,No,0
NSat3556,Female,Yes,No,0,327,10.96,Prepaid,Basic,80,9,No,No,0
NSat3557,Female,No,No,0,82,16.89,Prepaid,Basic,88,5,No,Yes,1
NSat3558,Male,No,No,0,337,15.59,Prepaid,Basic,100,12,Yes,Yes,0
NSat3559,Female,No,No,0,353,12.02,Prepaid,Basic,92,2,Yes,No,1
NSat3560,Female,No,No,0,391,16.97,Prepaid,Basic,80,1,No,No,0
NSat3561,Male,No,Yes,0,412,14.69,Prepaid,Basic,88,7,No,Yes,0
NSat3562,Male,No,No,0,229,13,Prepaid,Basic,92,9,Yes,No,1
NSat3563,Female,Yes,Yes,0,511,17.49,Prepaid,Basic,88,12,No,Yes,0
NSat3564,Male,No,No,1,312,7,Prepaid,Basic,80,9,No,No,1
NSat3565,Male,No,No,1,519,7.73,Prepaid,Premium,126,28,Yes,Yes,1
NSat3566,Female,No,No,0,362,16.58,Prepaid,Basic,80,10,No,No,0
NSat3567,Male,Yes,Yes,0,101,6.52,Prepaid,Premium,126,33,Yes,Yes,1
NSat3568,Female,Yes,No,0,127,13.95,Postpaid,Premium,178.5,9,Yes,Yes,0
NSat3569,Male,No,No,1,168,11.13,Prepaid,Basic,100,7,Yes,Yes,1
NSat3570,Female,Yes,Yes,0,427,13.18,Prepaid,Premium,126,25,Yes,Yes,1
NSat3571,Female,Yes,Yes,0,120,13.25,Prepaid,Basic,80,8,No,No,0
NSat3572,Male,No,Yes,0,183,13.92,Prepaid,Basic,80,13,No,No,0
NSat3573,Female,No,No,1,485,8.8,Postpaid,Premium,324.4,20,Yes,Yes,0
NSat3574,Male,Yes,Yes,0,303,12.18,Prepaid,Premium,126,24,Yes,Yes,1
NSat3575,Female,No,Yes,0,351,7.13,Prepaid,Basic,80,12,No,No,0
NSat3576,Male,No,No,0,167,15.18,Prepaid,Basic,80,8,No,No,1
NSat3577,Female,Yes,No,1,109,16.97,Postpaid,Premium,234.35,49,Yes,Yes,0
NSat3578,Female,Yes,Yes,0,147,6.78,Prepaid,Basic,88,8,No,Yes,0
NSat3579,Female,No,No,0,220,15.98,Prepaid,Basic,88,4,No,Yes,0
NSat3580,Male,Yes,No,1,250,12.89,Prepaid,Basic,80,1,No,No,1
NSat3581,Female,Yes,No,1,130,8.49,Prepaid,Basic,92,14,Yes,No,1
NSat3582,Male,No,No,0,372,12.8,Prepaid,Basic,88,12,No,Yes,1
NSat3583,Female,Yes,Yes,0,46,11.37,Prepaid,Premium,126,33,Yes,Yes,1
NSat3584,Female,Yes,Yes,0,83,7.49,Prepaid,Basic,92,9,Yes,No,1
NSat3585,Female,No,No,1,68,13.68,Prepaid,Premium,126,20,Yes,Yes,0
NSat3586,Male,Yes,No,0,137,14.1,Postpaid,Premium,299.7,28,Yes,Yes,1
NSat3587,Female,Yes,Yes,0,135,8.77,Prepaid,Premium,126,34,Yes,Yes,1
NSat3588,Male,Yes,Yes,0,387,10.68,Postpaid,Premium,247.55,30,Yes,Yes,1
NSat3589,Female,No,No,1,460,10.55,Prepaid,Basic,100,11,Yes,Yes,0
NSat3590,Female,No,No,1,503,15.87,Prepaid,Basic,80,7,No,No,1
NSat3591,Female,Yes,Yes,0,304,6.35,Prepaid,Premium,126,26,Yes,Yes,1
NSat3592,Male,No,No,0,125,9.31,Prepaid,Basic,80,8,No,No,0
NSat3593,Female,Yes,Yes,0,142,4.07,Prepaid,Premium,126,23,Yes,Yes,0
NSat3594,Male,Yes,Yes,0,280,14.39,Prepaid,Basic,80,11,No,No,0
NSat3595,Female,No,Yes,0,110,14.74,Prepaid,Premium,126,28,Yes,Yes,1
NSat3596,Male,No,No,1,363,8.95,Postpaid,Premium,338.75,49,Yes,Yes,0
NSat3597,Female,Yes,No,0,535,14.41,Prepaid,Basic,80,2,No,No,1
NSat3598,Male,Yes,No,0,182,13.12,Prepaid,Basic,92,14,Yes,No,0
NSat3599,Male,Yes,No,0,249,11.53,Prepaid,Basic,80,10,No,No,0
NSat3600,Female,Yes,Yes,0,305,10.34,Postpaid,Premium,176.75,34,Yes,Yes,1
NSat3601,Male,No,No,1,148,4.09,Prepaid,Basic,92,11,Yes,No,0
NSat3602,Male,Yes,No,0,388,13.82,Prepaid,Basic,92,9,Yes,No,1
NSat3603,Male,No,No,0,441,6.2,Prepaid,Premium,126,3,Yes,Yes,0
NSat3604,Female,No,No,0,375,11.52,Prepaid,Basic,92,11,Yes,No,1
NSat3605,Male,Yes,Yes,0,287,7,Prepaid,Basic,92,6,Yes,No,1
NSat3606,Male,No,No,0,115,10.03,Prepaid,Premium,126,32,Yes,Yes,1
NSat3607,Male,Yes,Yes,1,100,9.88,Prepaid,Premium,126,4,Yes,Yes,0
NSat3608,Male,Yes,No,1,120,14.65,Prepaid,Basic,88,14,No,Yes,1
NSat3609,Male,No,No,0,388,12.06,Prepaid,Premium,126,10,Yes,Yes,0
NSat3610,Male,Yes,No,0,185,5.09,Prepaid,Basic,100,12,Yes,Yes,0
NSat3611,Male,Yes,Yes,0,293,8.33,Prepaid,Basic,88,13,No,Yes,0
NSat3612,Female,Yes,No,0,80,13.4,Postpaid,Premium,110.9,24,Yes,Yes,1
NSat3613,Male,Yes,Yes,0,103,14.1,Prepaid,Basic,92,10,Yes,No,0
NSat3614,Male,No,No,0,174,7.07,Prepaid,Basic,80,13,No,No,0
NSat3615,Male,Yes,No,0,119,10.01,Prepaid,Premium,126,30,Yes,Yes,1
NSat3616,Female,Yes,No,0,389,5.61,Postpaid,Premium,120.1,43,Yes,Yes,0
NSat3617,Male,Yes,Yes,0,169,9.29,Prepaid,Basic,80,11,No,No,0
NSat3618,Male,No,No,0,439,16.27,Prepaid,Premium,126,32,Yes,Yes,1
NSat3619,Female,No,No,1,420,12.75,Postpaid,Premium,289.05,29,Yes,Yes,0
NSat3620,Male,No,No,0,315,9.4,Prepaid,Basic,100,9,Yes,Yes,0
NSat3621,Female,Yes,Yes,0,392,10.32,Prepaid,Premium,126,45,Yes,Yes,0
NSat3622,Female,No,No,0,110,10.58,Postpaid,Premium,295.1,34,Yes,Yes,1
NSat3623,Female,Yes,No,0,354,11.31,Postpaid,Premium,325.45,46,Yes,Yes,0
NSat3624,Female,No,No,0,491,7.47,Postpaid,Premium,212.45,26,Yes,Yes,1
NSat3625,Female,Yes,No,0,323,7.67,Prepaid,Premium,126,26,Yes,Yes,1
NSat3626,Female,Yes,No,0,115,4.99,Prepaid,Basic,80,1,No,No,0
NSat3627,Male,No,No,0,210,9.28,Prepaid,Basic,100,6,Yes,Yes,1
NSat3628,Male,No,No,0,138,14.77,Prepaid,Basic,80,3,No,No,0
NSat3629,Female,Yes,No,1,87,8.7,Prepaid,Premium,126,18,Yes,Yes,0
NSat3630,Male,Yes,No,0,41,14.22,Prepaid,Premium,126,35,Yes,Yes,0
NSat3631,Male,Yes,No,1,435,14.63,Prepaid,Basic,92,14,Yes,No,0
NSat3632,Female,Yes,No,1,238,10.17,Prepaid,Basic,92,14,Yes,No,0
NSat3633,Male,No,No,0,345,12.78,Postpaid,Premium,230.4,31,Yes,Yes,1
NSat3634,Female,No,No,0,307,7.46,Prepaid,Basic,80,5,No,No,1
NSat3635,Male,Yes,Yes,0,370,10.93,Prepaid,Basic,80,5,No,No,0
NSat3636,Female,No,No,0,161,7.49,Prepaid,Basic,80,7,No,No,0
NSat3637,Female,No,No,0,101,16.24,Postpaid,Premium,127.25,20,Yes,Yes,0
NSat3638,Male,No,No,0,452,7.45,Prepaid,Premium,126,26,Yes,Yes,1
NSat3639,Female,Yes,Yes,0,236,7.47,Prepaid,Basic,92,10,Yes,No,0
NSat3640,Male,No,No,1,349,13.14,Prepaid,Premium,126,34,Yes,Yes,1
NSat3641,Female,Yes,Yes,0,18,16.76,Prepaid,Basic,80,9,No,No,0
NSat3642,Male,Yes,No,0,443,8.52,Postpaid,Premium,308.95,39,Yes,Yes,0
NSat3643,Female,Yes,No,0,446,10.77,Prepaid,Premium,126,34,Yes,Yes,1
NSat3644,Male,Yes,No,0,456,5.16,Postpaid,Premium,329.65,34,Yes,Yes,1
NSat3645,Female,No,No,0,347,4.66,Prepaid,Premium,126,34,Yes,Yes,1
NSat3646,Female,No,No,1,456,7.73,Prepaid,Premium,126,15,Yes,Yes,0
NSat3647,Female,Yes,Yes,0,162,11.83,Prepaid,Premium,126,24,Yes,Yes,1
NSat3648,Male,Yes,Yes,0,2,15.4,Prepaid,Basic,80,8,No,No,0
NSat3649,Male,Yes,Yes,1,94,15.88,Prepaid,Basic,92,10,Yes,No,1
NSat3650,Female,No,No,0,203,6.18,Postpaid,Premium,199.2,15,Yes,Yes,0
NSat3651,Female,No,No,0,387,10.93,Postpaid,Premium,288.4,19,Yes,Yes,0
NSat3652,Male,No,No,1,375,12.03,Prepaid,Basic,80,10,No,No,1
NSat3653,Male,Yes,No,0,428,15.86,Postpaid,Premium,311.95,34,Yes,Yes,1
NSat3654,Male,Yes,No,0,406,11.24,Prepaid,Premium,126,26,Yes,Yes,1
NSat3655,Male,Yes,Yes,0,57,8.08,Prepaid,Basic,80,7,No,No,0
NSat3656,Female,Yes,Yes,0,364,14.16,Prepaid,Basic,80,7,No,No,0
NSat3657,Female,No,No,0,298,8.8,Prepaid,Basic,92,3,Yes,No,0
NSat3658,Male,No,No,0,327,6.71,Prepaid,Premium,126,34,Yes,Yes,1
NSat3659,Male,Yes,Yes,0,276,13.66,Postpaid,Premium,226.2,23,Yes,Yes,0
NSat3660,Male,Yes,Yes,0,348,8.77,Prepaid,Premium,126,26,Yes,Yes,1
NSat3661,Male,Yes,No,0,356,13.35,Prepaid,Basic,92,4,Yes,No,1
NSat3662,Female,Yes,No,1,71,8.38,Prepaid,Basic,92,4,Yes,No,1
NSat3663,Male,No,No,0,256,10.91,Prepaid,Basic,80,10,No,No,1
NSat3664,Male,Yes,No,0,207,13.43,Postpaid,Premium,175.45,19,Yes,Yes,0
NSat3665,Female,No,No,0,102,12.06,Prepaid,Premium,126,43,Yes,Yes,0
NSat3666,Female,No,No,0,163,9.83,Postpaid,Premium,172.15,30,Yes,Yes,1
NSat3667,Female,No,No,0,83,12.93,Postpaid,Premium,96.75,29,Yes,Yes,1
NSat3668,Male,No,No,0,2,11.79,Prepaid,Basic,92,10,Yes,No,0
NSat3669,Female,No,No,0,60,10.34,Postpaid,Premium,105.65,26,Yes,Yes,1
NSat3670,Female,No,No,0,79,15.97,Postpaid,Premium,98.45,51,Yes,Yes,0
NSat3671,Male,No,Yes,1,302,10.21,Prepaid,Basic,80,8,No,No,1
NSat3672,Male,Yes,Yes,0,265,5.84,Prepaid,Basic,80,10,No,No,0
NSat3673,Male,Yes,Yes,0,248,9.29,Prepaid,Basic,100,10,Yes,Yes,1
NSat3674,Female,Yes,No,0,366,12.33,Prepaid,Premium,126,36,Yes,Yes,0
NSat3675,Female,Yes,Yes,0,196,9.96,Prepaid,Premium,126,25,Yes,Yes,1
NSat3676,Female,No,No,0,370,17.86,Prepaid,Premium,126,28,Yes,Yes,1
NSat3677,Female,No,No,0,67,4.61,Prepaid,Basic,92,11,Yes,No,0
NSat3678,Male,Yes,Yes,0,329,9.3,Prepaid,Premium,126,29,Yes,Yes,1
NSat3679,Female,Yes,No,1,206,12.37,Postpaid,Premium,178.5,24,Yes,Yes,1
NSat3680,Male,No,Yes,1,244,13.86,Postpaid,Premium,226.75,31,Yes,Yes,1
NSat3681,Male,Yes,Yes,0,383,11.61,Postpaid,Premium,275.25,58,Yes,Yes,0
NSat3682,Female,Yes,No,0,281,7.15,Prepaid,Basic,92,5,Yes,No,1
NSat3683,Male,Yes,No,0,247,6.86,Postpaid,Premium,212.05,31,Yes,Yes,1
NSat3684,Male,Yes,Yes,0,234,6.33,Prepaid,Basic,80,3,No,No,0
NSat3685,Female,No,Yes,0,338,15.91,Prepaid,Basic,92,14,Yes,No,1
NSat3686,Male,Yes,No,1,275,9.62,Prepaid,Basic,80,12,No,No,0
NSat3687,Female,Yes,Yes,0,100,9.64,Prepaid,Premium,126,25,Yes,Yes,0
NSat3688,Male,Yes,Yes,0,207,10.66,Postpaid,Premium,169.35,51,Yes,Yes,0
NSat3689,Female,No,No,0,59,13.92,Postpaid,Premium,116.55,24,Yes,Yes,0
NSat3690,Male,Yes,Yes,0,129,12.35,Postpaid,Premium,127.4,28,Yes,Yes,1
NSat3691,Male,Yes,Yes,0,414,16.88,Prepaid,Premium,126,8,Yes,Yes,0
NSat3692,Male,Yes,Yes,0,281,16.48,Prepaid,Basic,80,3,No,No,1
NSat3693,Male,Yes,Yes,0,499,13.05,Postpaid,Premium,369.95,33,Yes,Yes,1
NSat3694,Male,Yes,No,0,182,6.28,Postpaid,Premium,172.35,30,Yes,Yes,1
NSat3695,Female,No,No,0,359,10.39,Postpaid,Premium,297.7,33,Yes,Yes,1
NSat3696,Male,Yes,Yes,0,416,9.23,Postpaid,Premium,327.35,21,Yes,Yes,0
NSat3697,Male,No,No,0,272,10.57,Prepaid,Basic,92,14,Yes,No,0
NSat3698,Female,Yes,Yes,0,492,17.15,Prepaid,Premium,126,29,Yes,Yes,1
NSat3699,Male,Yes,Yes,0,376,7.35,Prepaid,Premium,126,44,Yes,Yes,0
NSat3700,Female,No,No,0,86,9.03,Postpaid,Premium,132.95,18,Yes,Yes,0
NSat3701,Male,No,No,0,381,7.25,Prepaid,Premium,126,33,Yes,Yes,1
NSat3702,Female,Yes,Yes,0,236,14.3,Prepaid,Basic,92,10,Yes,No,0
NSat3703,Female,Yes,No,0,62,13.62,Prepaid,Basic,92,10,Yes,No,0
NSat3704,Male,No,No,0,92,10.69,Prepaid,Basic,88,10,No,Yes,1
NSat3705,Male,No,Yes,0,117,15.86,Prepaid,Premium,126,29,Yes,Yes,1
NSat3706,Female,Yes,No,1,474,11.58,Prepaid,Premium,126,26,Yes,Yes,0
NSat3707,Male,No,No,0,386,12.24,Prepaid,Basic,100,1,Yes,Yes,1
NSat3708,Female,No,No,1,448,9.98,Prepaid,Premium,126,34,Yes,Yes,0
NSat3709,Male,No,No,0,96,7.46,Prepaid,Premium,126,32,Yes,Yes,1
NSat3710,Male,No,No,1,116,6.47,Prepaid,Basic,100,7,Yes,Yes,1
NSat3711,Female,No,No,0,465,8.01,Prepaid,Premium,126,13,Yes,Yes,0
NSat3712,Female,Yes,No,0,178,16.69,Prepaid,Basic,92,3,Yes,No,1
NSat3713,Female,No,No,0,132,6.05,Prepaid,Basic,92,4,Yes,No,1
NSat3714,Male,Yes,No,0,68,11.69,Prepaid,Basic,100,7,Yes,Yes,1
NSat3715,Male,No,No,0,432,13.92,Prepaid,Premium,126,24,Yes,Yes,1
NSat3716,Female,Yes,Yes,0,229,8.69,Prepaid,Basic,80,11,No,No,0
NSat3717,Male,No,No,0,277,10.97,Prepaid,Premium,126,24,Yes,Yes,0
NSat3718,Male,Yes,No,0,389,12.03,Prepaid,Premium,126,26,Yes,Yes,0
NSat3719,Female,No,No,0,196,15.34,Prepaid,Basic,80,8,No,No,0
NSat3720,Male,No,No,0,470,14.64,Prepaid,Premium,126,31,Yes,Yes,1
NSat3721,Female,No,No,1,202,13.29,Prepaid,Basic,80,7,No,No,0
NSat3722,Female,No,No,0,243,8.22,Prepaid,Basic,80,12,No,No,1
NSat3723,Female,No,No,0,142,11.61,Postpaid,Premium,138.1,25,Yes,Yes,1
NSat3724,Female,Yes,Yes,0,320,13.2,Prepaid,Basic,80,10,No,No,1
NSat3725,Female,Yes,No,0,252,8.27,Prepaid,Basic,92,3,Yes,No,1
NSat3726,Female,No,No,1,64,7.86,Prepaid,Basic,92,3,Yes,No,1
NSat3727,Male,Yes,No,0,218,14.3,Prepaid,Basic,92,13,Yes,No,1
NSat3728,Male,No,No,0,280,15.59,Prepaid,Premium,126,11,Yes,Yes,0
NSat3729,Female,No,No,0,88,11.72,Prepaid,Basic,88,2,No,Yes,0
NSat3730,Male,Yes,No,0,126,9.75,Prepaid,Basic,92,11,Yes,No,0
NSat3731,Male,No,No,0,46,14.16,Prepaid,Basic,92,7,Yes,No,0
NSat3732,Female,No,No,1,51,7.88,Postpaid,Premium,114.15,21,Yes,Yes,0
NSat3733,Male,Yes,Yes,1,223,6.63,Prepaid,Basic,92,8,Yes,No,1
NSat3734,Male,No,No,0,130,13.19,Prepaid,Premium,126,31,Yes,Yes,1
NSat3735,Male,No,No,0,442,9.97,Postpaid,Premium,329.65,32,Yes,Yes,1
NSat3736,Male,Yes,Yes,0,69,14.97,Prepaid,Basic,100,13,Yes,Yes,0
