Listener_ID,Age,Gender,Location,Music_Preferences,Income_Level,Platform,Album_Sales,Streaming_Numbers,Streaming_Platform,Acquisition_Medium
676,55,Male,Sydney,Pop,Medium,Twitter,1,8,Spotify,Radio plays
677,26,Female,Sydney,RnB,Low,TikTok,1,7,Spotify,Radio plays
678,51,Female,Sydney,Country,Medium,Instagram,1,7,Spotify,Radio plays
679,27,Female,Sydney,RnB,Medium,Instagram,1,5,YouTube,Radio plays
680,64,Male,Los Angeles,Alternative,Low,Instagram,1,9,YouTube,Adverts
681,46,Female,Los Angeles,Pop,Medium,Instagram,1,5,Tidal,Adverts
682,53,Male,Sydney,Pop,Low,TikTok,1,9,YouTube,Adverts
683,43,Female,Melbourne,Pop,Low,Instagram,1,10,Others,Adverts
684,46,Male,Sydney,Alternative,Low,Twitter,1,9,Apple Music,Radio plays
685,47,Male,Los Angeles,Alternative,Low,Instagram,1,7,Spotify,Influencers
686,54,Male,Sydney,RnB,Low,Instagram,0,6,Apple Music,Adverts
687,65,Female,Melbourne,Alternative,Low,Twitter,1,6,Apple Music,Radio plays
688,54,Female,Sydney,Alternative,High,Instagram,1,6,YouTube,Adverts
689,65,Male,Sydney,Pop,Low,Instagram,1,8,Apple Music,Adverts
690,34,Male,Melbourne,Country,Low,TikTok,1,6,Spotify,Radio plays
691,46,Female,Sydney,Alternative,High,Twitter,1,6,Spotify,Influencers
692,50,Male,Melbourne,Hip-Hop,Low,TikTok,1,8,Tidal,Radio plays
693,46,Male,Sydney,Hip-Hop,Medium,Instagram,1,6,YouTube,Adverts
694,61,Female,Sydney,Alternative,Medium,TikTok,1,10,Spotify,Adverts
695,33,Female,New York,Country,Medium,Instagram,0,8,YouTube,Radio plays
696,53,Female,Sydney,Hip-Hop,High,Instagram,0,10,Apple Music,Influencers
697,45,Female,New York,Alternative,Medium,Twitter,1,9,YouTube,Influencers
698,40,Male,Melbourne,Pop,Low,TikTok,1,10,Spotify,Influencers
699,45,Male,Melbourne,Alternative,Low,Twitter,0,9,YouTube,Radio plays
700,52,Male,Sydney,Country,High,Instagram,1,10,YouTube,Adverts
701,53,Male,Los Angeles,Pop,Low,Instagram,1,9,YouTube,Influencers
702,40,Female,Sydney,Hip-Hop,Low,Instagram,1,7,Spotify,Radio plays
703,30,Male,Los Angeles,Hip-Hop,Low,Instagram,1,9,Tidal,Adverts
704,64,Female,Melbourne,Hip-Hop,Medium,Twitter,0,8,YouTube,Radio plays
705,43,Male,Sydney,Pop,Medium,Twitter,1,5,Spotify,Adverts
706,65,Male,Melbourne,Alternative,Low,Instagram,1,5,Spotify,Radio plays
707,40,Female,Melbourne,RnB,Medium,TikTok,1,9,YouTube,Radio plays
708,56,Male,Melbourne,Country,Medium,Instagram,1,6,Spotify,Influencers
709,35,Female,Melbourne,Hip-Hop,Low,Instagram,1,6,Spotify,Influencers
710,45,Male,Sydney,Hip-Hop,Low,Instagram,0,10,Tidal,Radio plays
711,44,Female,Lagos,Alternative,Medium,Twitter,1,8,Spotify,Organic
712,43,Female,Sydney,Alternative,Medium,Instagram,1,7,YouTube,Influencers
713,40,Female,Lagos,Hip-Hop,Medium,Instagram,1,10,Apple Music,Radio plays
714,60,Male,Los Angeles,Pop,Medium,Instagram,1,8,Spotify,Adverts
715,28,Female,Melbourne,Pop,Medium,Instagram,1,6,Spotify,Influencers
716,61,Female,Los Angeles,Hip-Hop,Low,Twitter,0,9,Spotify,Radio plays
717,58,Female,New York,Pop,High,TikTok,1,5,Spotify,Influencers
718,39,Male,London,Alternative,Low,Instagram,1,9,YouTube,Influencers
719,49,Female,Melbourne,Country,Medium,Instagram,1,9,Apple Music,Adverts
720,34,Others,Melbourne,Pop,Low,Twitter,1,7,Apple Music,Radio plays
721,25,Male,Melbourne,Pop,High,Instagram,1,6,Spotify,Adverts
722,27,Male,Melbourne,Alternative,Low,Instagram,1,9,Spotify,Influencers
723,36,Female,Melbourne,Alternative,High,Instagram,0,6,YouTube,Organic
724,65,Female,Lagos,Hip-Hop,Low,Twitter,1,10,Apple Music,Adverts
725,60,Female,Sydney,Pop,Low,TikTok,1,7,Apple Music,Radio plays
726,49,Female,Melbourne,Pop,Low,Twitter,1,8,YouTube,Adverts
727,56,Male,Sydney,Hip-Hop,Low,Twitter,1,9,Spotify,Adverts
728,54,Others,Melbourne,Hip-Hop,Low,Instagram,1,7,Apple Music,Adverts
729,61,Male,Sydney,Country,High,Twitter,0,5,Tidal,Influencers
730,35,Male,Sydney,RnB,Low,Twitter,1,6,YouTube,Adverts
731,28,Female,Melbourne,Hip-Hop,Low,Instagram,1,9,YouTube,Adverts
732,37,Male,Melbourne,Hip-Hop,High,TikTok,1,6,YouTube,Radio plays
733,40,Male,London,Pop,Low,Twitter,0,10,Spotify,Adverts
734,57,Male,Melbourne,Alternative,Medium,Instagram,1,6,Spotify,Adverts
735,48,Male,London,Pop,Low,TikTok,1,8,Spotify,Adverts
736,47,Female,Melbourne,Hip-Hop,Medium,TikTok,1,9,Apple Music,Influencers
737,43,Female,New York,Hip-Hop,Medium,Instagram,0,8,Spotify,Radio plays
738,29,Female,Lagos,Pop,High,TikTok,1,10,Spotify,Radio plays
739,26,Female,New York,Pop,High,Instagram,1,8,YouTube,Radio plays
740,61,Female,Sydney,Alternative,Medium,Instagram,0,6,Spotify,Radio plays
741,35,Female,New York,Alternative,Medium,Twitter,0,9,YouTube,Influencers
742,60,Female,Sydney,RnB,Medium,Instagram,1,10,Others,Influencers
743,27,Male,Sydney,RnB,Low,Instagram,1,8,Spotify,Adverts
744,59,Others,London,Pop,High,Instagram,1,10,Spotify,Adverts
745,49,Male,London,Hip-Hop,Low,Instagram,0,7,YouTube,Radio plays
746,45,Male,New York,Pop,High,Instagram,1,5,Apple Music,Organic
747,38,Female,New York,Hip-Hop,Medium,Twitter,1,8,YouTube,Influencers
748,48,Male,Melbourne,RnB,Medium,Instagram,1,10,YouTube,Adverts
749,48,Female,Melbourne,Country,Low,Twitter,1,5,Spotify,Adverts
750,53,Others,Sydney,RnB,High,Twitter,1,8,Spotify,Adverts
751,25,Male,Sydney,RnB,Medium,Instagram,1,10,Spotify,Radio plays
752,36,Female,Lagos,Hip-Hop,Low,Twitter,1,6,Spotify,Organic
753,64,Female,Sydney,Alternative,Low,Instagram,1,5,Others,Radio plays
754,47,Male,Sydney,RnB,High,Twitter,1,9,Apple Music,Adverts
755,43,Female,New York,Pop,Low,Instagram,1,6,Spotify,Adverts
756,27,Female,New York,Hip-Hop,High,Instagram,1,9,Apple Music,Radio plays
757,65,Female,Melbourne,Alternative,Low,Instagram,1,10,Tidal,Influencers
758,38,Male,London,Country,Low,Instagram,1,9,YouTube,Adverts
759,49,Male,Melbourne,Pop,Medium,TikTok,0,5,YouTube,Adverts
760,58,Female,Sydney,Pop,Low,Instagram,1,5,Apple Music,Organic
761,40,Female,Melbourne,RnB,Low,Twitter,1,6,YouTube,Organic
762,51,Male,Sydney,Pop,Medium,Instagram,0,9,YouTube,Adverts
763,34,Male,New York,Alternative,Low,Instagram,1,10,Apple Music,Influencers
764,60,Male,London,Pop,High,Instagram,1,8,Others,Radio plays
765,64,Male,Melbourne,Hip-Hop,Low,Instagram,0,5,Spotify,Radio plays
766,25,Female,Los Angeles,Pop,Low,Twitter,0,8,Apple Music,Adverts
767,33,Male,Los Angeles,Pop,Low,Twitter,1,8,YouTube,Radio plays
768,52,Male,Melbourne,Hip-Hop,Medium,Instagram,1,8,Spotify,Adverts
769,38,Male,Melbourne,Hip-Hop,Low,Instagram,0,10,Spotify,Adverts
770,48,Male,Sydney,Country,High,Instagram,1,9,Spotify,Adverts
771,53,Female,Melbourne,Pop,Low,Instagram,0,8,Apple Music,Influencers
772,57,Male,Melbourne,Country,Low,Instagram,1,5,YouTube,Radio plays
773,33,Female,Melbourne,Pop,Low,Instagram,1,6,Spotify,Adverts
774,62,Female,Los Angeles,Alternative,Low,Twitter,0,5,Spotify,Adverts
775,32,Others,New York,Hip-Hop,Low,Instagram,1,10,Tidal,Adverts
776,51,Female,New York,Pop,Low,Twitter,1,10,Spotify,Influencers
777,30,Female,Sydney,Alternative,Low,Instagram,0,7,Tidal,Influencers
778,46,Female,London,Hip-Hop,Low,Twitter,1,10,YouTube,Influencers
779,36,Female,Los Angeles,RnB,Low,TikTok,1,7,Spotify,Adverts
780,59,Female,New York,RnB,Low,Twitter,1,9,Apple Music,Adverts
781,58,Female,Sydney,Pop,Low,Instagram,1,9,Spotify,Adverts
782,61,Female,Tokyo,Pop,High,Twitter,1,6,YouTube,Adverts
783,36,Female,Sydney,RnB,Medium,Twitter,0,6,YouTube,Influencers
784,58,Female,London,Hip-Hop,Low,Instagram,1,10,YouTube,Organic
785,61,Male,London,Country,High,Instagram,1,7,Others,Influencers
786,47,Female,Lagos,RnB,Low,Twitter,0,7,YouTube,Adverts
787,57,Male,London,Pop,Low,Instagram,1,9,YouTube,Influencers
788,25,Female,Melbourne,Pop,Low,Twitter,1,7,Spotify,Adverts
789,43,Male,Melbourne,Pop,High,TikTok,1,9,Spotify,Radio plays
790,42,Male,Sydney,Alternative,High,Twitter,1,6,Apple Music,Influencers
791,39,Male,Lagos,Country,Medium,Instagram,1,8,Apple Music,Radio plays
792,26,Female,London,Country,Low,Twitter,0,9,Apple Music,Adverts
793,33,Male,Melbourne,Alternative,Medium,TikTok,0,6,YouTube,Influencers
794,41,Male,Los Angeles,Pop,Medium,Twitter,1,8,Tidal,Organic
795,33,Female,Melbourne,Hip-Hop,Low,Instagram,1,10,Spotify,Influencers
796,51,Male,Melbourne,Alternative,High,TikTok,0,10,YouTube,Influencers
797,59,Female,Melbourne,Pop,Low,Instagram,1,8,YouTube,Adverts
798,65,Male,Tokyo,Alternative,Low,Instagram,0,9,Others,Influencers
799,63,Male,Melbourne,Hip-Hop,Medium,TikTok,0,9,Apple Music,Radio plays
800,33,Male,Melbourne,Pop,Low,Twitter,0,7,YouTube,Radio plays
801,39,Male,Melbourne,Pop,High,Twitter,1,7,YouTube,Radio plays
802,37,Male,Sydney,Alternative,Low,Twitter,1,6,Spotify,Organic
803,49,Male,Melbourne,Alternative,Medium,Instagram,0,9,Spotify,Influencers
804,29,Male,Melbourne,Pop,Medium,Twitter,1,5,Apple Music,Organic
805,40,Male,Melbourne,Alternative,Low,Instagram,1,6,Spotify,Adverts
806,34,Male,Melbourne,Pop,High,Instagram,1,7,YouTube,Adverts
807,37,Female,Sydney,Hip-Hop,Low,Twitter,1,5,Spotify,Influencers
808,28,Female,London,Pop,High,Instagram,1,5,YouTube,Influencers
809,33,Male,Sydney,Pop,Medium,Instagram,0,10,Spotify,Organic
810,65,Male,London,Pop,Medium,TikTok,1,8,Apple Music,Adverts
811,26,Female,Sydney,Country,Low,Instagram,1,9,Apple Music,Radio plays
812,60,Male,Melbourne,Hip-Hop,Low,Instagram,0,9,YouTube,Influencers
813,63,Male,Lagos,Hip-Hop,Low,Twitter,0,10,Spotify,Influencers
814,38,Male,Lagos,Hip-Hop,Low,Instagram,0,10,YouTube,Adverts
815,51,Male,Sydney,Pop,Low,Instagram,1,8,Spotify,Adverts
816,47,Female,New York,Pop,High,Twitter,1,8,Spotify,Influencers
817,32,Male,Melbourne,Hip-Hop,Low,Instagram,1,5,Spotify,Adverts
818,44,Male,Los Angeles,Pop,Low,Twitter,1,7,Others,Radio plays
819,35,Male,Sydney,RnB,Low,Instagram,1,9,Spotify,Influencers
820,59,Male,New York,Alternative,Low,TikTok,1,7,YouTube,Adverts
821,53,Male,Sydney,Pop,Low,Instagram,1,9,Apple Music,Adverts
822,52,Male,Melbourne,Alternative,Low,TikTok,1,8,Apple Music,Adverts
823,48,Male,London,Pop,Low,Instagram,1,6,Apple Music,Adverts
824,43,Male,Sydney,Pop,High,Twitter,1,6,YouTube,Adverts
825,40,Male,New York,Alternative,Medium,Instagram,0,5,YouTube,Adverts
826,31,Female,London,Hip-Hop,Low,Twitter,1,8,Apple Music,Influencers
827,31,Female,Los Angeles,Pop,Low,Instagram,0,5,Tidal,Radio plays
828,35,Female,Melbourne,Pop,High,Instagram,0,9,YouTube,Influencers
829,33,Male,Melbourne,Country,High,Instagram,0,5,Apple Music,Adverts
830,58,Female,Sydney,Country,Medium,Twitter,1,9,Spotify,Adverts
831,47,Male,Melbourne,Hip-Hop,High,Twitter,1,8,Spotify,Influencers
832,26,Female,Melbourne,Alternative,Low,Instagram,1,8,YouTube,Organic
833,35,Male,Melbourne,Pop,Low,Instagram,1,6,Tidal,Radio plays
834,41,Female,New York,Pop,Low,Twitter,1,5,YouTube,Radio plays
835,56,Female,New York,RnB,High,Twitter,1,8,YouTube,Radio plays
836,42,Male,Melbourne,Pop,Low,Twitter,1,9,Apple Music,Adverts
837,56,Female,Sydney,Hip-Hop,Low,TikTok,1,6,YouTube,Organic
838,64,Male,New York,Hip-Hop,Low,Twitter,1,5,Apple Music,Radio plays
839,47,Female,Sydney,Pop,Low,TikTok,1,6,YouTube,Influencers
840,56,Male,Los Angeles,Hip-Hop,Low,Twitter,1,7,Apple Music,Adverts
841,33,Female,New York,Alternative,Medium,Twitter,1,5,YouTube,Adverts
842,31,Male,Melbourne,RnB,Medium,Twitter,1,6,Apple Music,Radio plays
843,54,Female,Melbourne,Hip-Hop,Low,Twitter,1,5,Others,Adverts
844,25,Female,Lagos,Pop,Low,TikTok,1,10,Spotify,Radio plays
845,56,Female,Melbourne,Pop,Low,Instagram,0,5,Apple Music,Influencers
846,65,Female,New York,Pop,High,Twitter,1,5,Spotify,Influencers
847,52,Male,New York,Alternative,Low,Instagram,1,5,YouTube,Adverts
848,65,Female,New York,Pop,Low,Instagram,1,5,Spotify,Radio plays
849,37,Female,Los Angeles,Pop,Low,Instagram,1,10,Spotify,Adverts
850,36,Male,Melbourne,Country,Medium,Twitter,1,5,YouTube,Radio plays
851,45,Female,Melbourne,Alternative,Low,Twitter,0,6,Apple Music,Influencers
852,29,Female,Sydney,Pop,Low,Instagram,1,7,Apple Music,Radio plays
853,37,Female,London,Hip-Hop,Medium,Instagram,0,7,YouTube,Adverts
854,47,Female,London,Pop,Medium,Instagram,1,6,YouTube,Influencers
855,37,Male,Lagos,Hip-Hop,Low,Twitter,0,5,YouTube,Influencers
856,31,Female,Los Angeles,Country,Low,Instagram,1,5,Spotify,Radio plays
857,64,Male,Melbourne,Alternative,Low,TikTok,1,10,YouTube,Radio plays
858,46,Female,New York,Pop,Low,Instagram,1,5,YouTube,Radio plays
859,34,Male,Melbourne,Alternative,Low,Twitter,1,9,YouTube,Adverts
860,65,Female,Melbourne,Pop,High,TikTok,1,10,Spotify,Organic
861,39,Male,Melbourne,Hip-Hop,Low,Instagram,0,6,Spotify,Radio plays
862,54,Female,Melbourne,Country,Low,TikTok,1,7,YouTube,Radio plays
863,56,Male,Melbourne,Country,Low,Instagram,1,7,Apple Music,Radio plays
864,26,Female,Sydney,RnB,Medium,Instagram,0,7,YouTube,Adverts
865,62,Male,Melbourne,Pop,Low,Instagram,1,9,Spotify,Adverts
866,58,Female,Melbourne,Hip-Hop,High,Twitter,0,5,Apple Music,Adverts
867,57,Male,Melbourne,Alternative,Low,Twitter,0,5,Apple Music,Radio plays
868,42,Male,Melbourne,Country,Medium,Twitter,1,10,Apple Music,Adverts
869,43,Female,London,Pop,Low,Twitter,1,10,Apple Music,Adverts
870,41,Male,New York,Pop,Low,Instagram,1,9,Apple Music,Adverts
871,60,Male,Melbourne,Pop,Low,Twitter,1,9,YouTube,Adverts
872,39,Male,Melbourne,Alternative,Low,Instagram,1,10,YouTube,Radio plays
873,43,Male,Melbourne,Alternative,Low,Instagram,1,7,YouTube,Radio plays
874,44,Male,Melbourne,Pop,Low,Instagram,1,10,Spotify,Adverts
875,46,Female,New York,Hip-Hop,Low,Twitter,1,9,Spotify,Adverts
876,43,Male,New York,Pop,High,Twitter,1,5,YouTube,Adverts
877,25,Male,Melbourne,Alternative,High,Instagram,1,6,Apple Music,Influencers
878,58,Female,Melbourne,Alternative,Medium,Twitter,1,6,Apple Music,Radio plays
879,42,Male,New York,RnB,Low,Twitter,1,5,Spotify,Organic
880,30,Female,New York,Pop,Medium,Instagram,0,9,Apple Music,Adverts
881,36,Male,Melbourne,Hip-Hop,Medium,TikTok,1,7,YouTube,Adverts
882,28,Female,Sydney,Hip-Hop,Low,Twitter,1,7,Apple Music,Adverts
883,34,Male,Melbourne,Pop,High,Instagram,1,8,YouTube,Organic
884,27,Male,New York,Country,High,Twitter,1,6,YouTube,Adverts
885,41,Others,Lagos,Alternative,Low,Instagram,1,5,YouTube,Influencers
886,53,Female,Los Angeles,Pop,High,Instagram,1,10,Apple Music,Radio plays
887,65,Female,Sydney,Country,Medium,Twitter,0,5,YouTube,Adverts
888,50,Female,Melbourne,Country,Low,Instagram,0,9,Spotify,Influencers
889,32,Male,New York,Pop,High,Instagram,1,7,Spotify,Influencers
890,48,Female,Melbourne,Alternative,Low,Twitter,1,9,Apple Music,Adverts
891,48,Male,Sydney,Pop,Low,TikTok,1,10,Apple Music,Adverts
892,57,Female,London,RnB,Low,Twitter,0,5,YouTube,Adverts
893,26,Female,Los Angeles,Alternative,Medium,Twitter,0,7,Spotify,Radio plays
894,44,Female,Melbourne,Alternative,Low,Twitter,1,7,Spotify,Radio plays
895,27,Female,London,Pop,Medium,Twitter,1,10,Apple Music,Influencers
896,50,Male,London,Hip-Hop,Low,Twitter,1,5,YouTube,Radio plays
897,33,Female,Los Angeles,Alternative,Low,Instagram,1,7,Tidal,Adverts
898,62,Female,Sydney,Pop,Low,Instagram,0,7,Apple Music,Adverts
899,29,Female,Sydney,Alternative,High,Instagram,1,7,YouTube,Adverts
900,53,Male,Melbourne,Pop,Low,TikTok,1,6,YouTube,Radio plays
901,44,Male,New York,Hip-Hop,Medium,Instagram,1,9,YouTube,Radio plays
902,53,Female,New York,Pop,Low,Instagram,1,5,Apple Music,Adverts
903,44,Male,New York,Pop,High,Instagram,0,5,Spotify,Radio plays
904,48,Male,Sydney,Country,High,Instagram,1,7,Spotify,Influencers
905,49,Female,Sydney,Pop,Low,Twitter,1,10,YouTube,Radio plays
906,50,Female,London,Hip-Hop,Low,Instagram,1,8,Spotify,Adverts
907,40,Female,Lagos,Pop,Low,Instagram,1,9,Apple Music,Influencers
908,42,Female,New York,Pop,Low,Instagram,1,7,YouTube,Adverts
909,58,Female,Sydney,Pop,Low,Instagram,0,10,Spotify,Radio plays
910,41,Male,Melbourne,Alternative,Low,Instagram,1,5,Spotify,Adverts
911,40,Male,Lagos,Pop,Low,TikTok,1,6,Spotify,Radio plays
912,39,Female,New York,Pop,Low,Instagram,0,8,Apple Music,Radio plays
913,57,Female,London,Alternative,Low,Instagram,1,10,Spotify,Organic
914,40,Female,Tokyo,RnB,High,Instagram,1,6,YouTube,Organic
915,58,Female,Melbourne,Alternative,Low,TikTok,1,6,Spotify,Influencers
916,37,Female,Melbourne,Alternative,High,Twitter,1,6,Spotify,Adverts
917,25,Male,New York,Country,High,Twitter,0,9,Others,Adverts
918,58,Female,Melbourne,RnB,High,Instagram,0,9,Apple Music,Influencers
919,55,Others,Melbourne,Pop,Medium,Instagram,1,9,Spotify,Adverts
920,42,Female,Los Angeles,RnB,High,Instagram,1,10,YouTube,Radio plays
921,64,Male,Los Angeles,RnB,High,Instagram,1,9,Apple Music,Influencers
922,61,Male,Sydney,Pop,Low,Instagram,1,5,Spotify,Adverts
923,37,Male,Melbourne,Pop,Low,Twitter,1,6,Spotify,Influencers
924,52,Female,Melbourne,Hip-Hop,Low,Instagram,0,6,Spotify,Radio plays
925,33,Female,Melbourne,RnB,Low,Twitter,0,8,Spotify,Radio plays
926,38,Female,Sydney,Pop,Low,Instagram,1,9,Spotify,Adverts
927,38,Female,New York,Hip-Hop,Medium,Twitter,1,7,Tidal,Adverts
928,55,Female,Melbourne,Alternative,Low,Twitter,1,6,Apple Music,Organic
929,45,Male,Sydney,Pop,Low,Twitter,1,7,YouTube,Adverts
930,62,Male,Lagos,Pop,Low,Instagram,1,6,Apple Music,Organic
931,60,Male,London,Alternative,Medium,Instagram,0,5,Spotify,Adverts
932,43,Female,Melbourne,Pop,Low,Twitter,1,6,Spotify,Adverts
933,36,Female,London,Hip-Hop,Low,Instagram,1,7,Tidal,Adverts
934,25,Female,London,RnB,Low,Twitter,0,9,Spotify,Adverts
935,59,Male,Sydney,Alternative,Low,Instagram,1,8,YouTube,Influencers
936,30,Male,Melbourne,Alternative,Medium,Twitter,1,6,YouTube,Adverts
937,26,Female,Melbourne,Alternative,Low,Twitter,1,8,Apple Music,Radio plays
938,33,Male,Los Angeles,Alternative,Low,Instagram,0,6,Apple Music,Radio plays
939,55,Male,Los Angeles,Hip-Hop,Medium,Twitter,0,9,YouTube,Radio plays
940,38,Male,New York,Alternative,Low,TikTok,1,10,Apple Music,Radio plays
941,41,Female,Lagos,Pop,Medium,Instagram,1,5,Apple Music,Influencers
942,26,Female,Melbourne,Pop,Low,Twitter,1,5,Tidal,Organic
943,47,Female,Melbourne,Hip-Hop,Low,Instagram,1,5,Apple Music,Influencers
944,49,Female,Sydney,Hip-Hop,Low,Instagram,1,6,Spotify,Adverts
945,34,Female,Sydney,Hip-Hop,High,Instagram,1,10,Spotify,Radio plays
946,30,Female,New York,Alternative,High,Twitter,0,8,YouTube,Influencers
947,61,Male,Los Angeles,Country,Low,Instagram,1,5,Apple Music,Radio plays
948,61,Female,Sydney,Alternative,Low,Instagram,1,8,YouTube,Adverts
949,38,Female,New York,Pop,Medium,Twitter,1,10,Apple Music,Adverts
950,46,Female,Melbourne,Alternative,Low,Instagram,0,10,Spotify,Influencers
951,57,Male,Sydney,Pop,High,Instagram,1,5,YouTube,Radio plays
952,62,Female,Melbourne,Country,Low,Twitter,1,5,Apple Music,Influencers
953,47,Female,New York,Pop,Low,Twitter,1,8,Apple Music,Adverts
954,54,Male,Melbourne,Alternative,High,Twitter,1,5,YouTube,Adverts
955,42,Male,Lagos,Alternative,Low,Instagram,1,5,YouTube,Radio plays
956,44,Male,Sydney,Pop,Low,TikTok,1,6,Apple Music,Influencers
957,42,Male,Sydney,Alternative,Medium,Instagram,1,7,Tidal,Radio plays
958,36,Male,Melbourne,Pop,Low,Instagram,0,5,Apple Music,Adverts
959,32,Male,New York,Pop,Low,Twitter,1,6,Spotify,Adverts
960,65,Male,Melbourne,Hip-Hop,Low,Instagram,1,7,Apple Music,Adverts
961,54,Male,Los Angeles,Country,Medium,Twitter,1,7,Apple Music,Adverts
962,64,Female,London,Pop,Medium,TikTok,1,6,YouTube,Influencers
963,45,Male,Melbourne,Pop,High,Instagram,1,8,Spotify,Radio plays
964,37,Female,Sydney,Alternative,Medium,Instagram,0,10,Spotify,Adverts
965,57,Female,London,Alternative,High,Instagram,1,7,Apple Music,Radio plays
966,41,Male,Sydney,Pop,Medium,Instagram,1,9,Apple Music,Organic
967,63,Male,Los Angeles,Alternative,Medium,Instagram,1,7,Spotify,Influencers
968,60,Female,Melbourne,Pop,Low,Instagram,1,5,Apple Music,Organic
969,55,Male,London,Alternative,Low,Twitter,1,9,YouTube,Adverts
970,25,Male,Sydney,Pop,High,TikTok,0,7,YouTube,Influencers
971,59,Female,Melbourne,RnB,Low,Twitter,1,8,Apple Music,Adverts
972,49,Male,Sydney,Pop,Low,Instagram,1,5,Spotify,Influencers
973,26,Female,Melbourne,Hip-Hop,Low,Instagram,0,8,YouTube,Adverts
974,42,Male,Sydney,Pop,Low,Twitter,1,8,Spotify,Adverts
975,57,Male,New York,Alternative,High,Twitter,1,7,Spotify,Adverts
976,43,Male,Melbourne,Hip-Hop,Medium,Instagram,1,6,Apple Music,Radio plays
977,31,Female,London,Pop,Low,Twitter,0,10,Apple Music,Organic
978,27,Female,Sydney,Alternative,High,Twitter,0,10,Apple Music,Adverts
979,49,Female,Melbourne,Pop,Low,Instagram,1,6,Apple Music,Adverts
980,57,Male,Sydney,Country,Low,Instagram,0,10,Spotify,Radio plays
981,36,Male,Los Angeles,Pop,Medium,Instagram,1,6,YouTube,Adverts
982,60,Male,Sydney,Pop,Medium,Instagram,1,5,YouTube,Influencers
983,48,Male,Melbourne,Hip-Hop,Low,TikTok,0,10,Spotify,Adverts
984,62,Others,Sydney,RnB,Low,Twitter,1,6,Spotify,Adverts
985,39,Female,Sydney,Hip-Hop,Low,Instagram,1,10,YouTube,Organic
986,62,Male,Sydney,Pop,Low,Instagram,0,10,Apple Music,Adverts
987,40,Female,Melbourne,Pop,Low,TikTok,1,9,Spotify,Influencers
988,27,Female,Melbourne,Alternative,Medium,TikTok,1,7,Apple Music,Adverts
989,61,Male,Los Angeles,Alternative,Medium,Twitter,1,9,Apple Music,Influencers
990,40,Female,Sydney,Pop,Low,Twitter,1,10,Apple Music,Radio plays
991,44,Others,Melbourne,RnB,High,Instagram,1,9,Spotify,Adverts
992,35,Female,Sydney,Hip-Hop,Low,Twitter,0,6,Spotify,Influencers
993,43,Female,Melbourne,Pop,Low,Instagram,1,6,Tidal,Adverts
994,32,Female,Tokyo,Alternative,Low,Twitter,1,9,Apple Music,Adverts
995,50,Female,Los Angeles,Pop,High,Twitter,1,10,Spotify,Adverts
996,37,Male,Melbourne,Pop,Medium,Instagram,1,7,Tidal,Adverts
997,42,Female,New York,Country,Low,Twitter,0,7,Spotify,Adverts
998,27,Female,New York,Pop,High,Twitter,1,7,YouTube,Adverts
999,40,Male,Los Angeles,Alternative,Low,Twitter,0,8,Apple Music,Radio plays
1000,49,Male,Sydney,RnB,Low,Instagram,1,9,Spotify,Organic
1001,49,Male,Melbourne,Hip-Hop,Low,Instagram,1,10,YouTube,Organic
1002,26,Female,Melbourne,Pop,Low,TikTok,1,5,Spotify,Organic
1003,34,Female,London,Alternative,Low,Twitter,0,7,Spotify,Adverts
1004,50,Male,Sydney,Alternative,Medium,Instagram,1,10,Tidal,Radio plays
1005,49,Female,Los Angeles,Hip-Hop,Low,Instagram,1,10,Tidal,Adverts
1006,59,Male,London,Pop,Low,Instagram,1,7,Spotify,Radio plays
1007,44,Female,Melbourne,Pop,High,Instagram,1,7,Spotify,Organic
1008,41,Female,New York,Hip-Hop,Medium,Twitter,0,7,Spotify,Influencers
1009,57,Male,Melbourne,Country,Low,TikTok,1,7,Apple Music,Influencers
1010,65,Male,Melbourne,Country,High,TikTok,1,9,Spotify,Radio plays
1011,42,Male,Sydney,RnB,High,Instagram,1,7,Tidal,Influencers
1012,48,Male,Sydney,Pop,Medium,TikTok,1,5,Spotify,Influencers
1013,27,Male,Melbourne,Hip-Hop,Low,Instagram,1,9,YouTube,Radio plays
1014,37,Female,Melbourne,RnB,Medium,Instagram,0,7,YouTube,Influencers
1015,39,Female,Los Angeles,Hip-Hop,Medium,Instagram,1,5,Spotify,Radio plays
1016,61,Male,Sydney,Alternative,High,Instagram,1,7,Tidal,Influencers
1017,30,Female,London,Hip-Hop,Low,Instagram,1,10,Tidal,Adverts
1018,63,Female,Melbourne,Pop,Medium,Instagram,0,8,YouTube,Influencers
1019,48,Female,Sydney,Country,High,Instagram,0,7,Tidal,Influencers
1020,38,Male,New York,Pop,High,Twitter,1,7,Spotify,Adverts
1021,43,Male,Los Angeles,RnB,High,Twitter,1,10,Spotify,Adverts
1022,50,Male,Los Angeles,Alternative,Low,Instagram,0,9,YouTube,Organic
1023,35,Female,Sydney,Alternative,Low,TikTok,1,5,YouTube,Radio plays
1024,52,Male,Sydney,Country,Low,TikTok,0,6,Apple Music,Influencers
1025,49,Female,New York,Hip-Hop,Medium,Instagram,1,6,YouTube,Adverts
1026,42,Male,Melbourne,Alternative,Low,Instagram,0,5,Tidal,Adverts
1027,50,Female,Melbourne,Pop,Low,Instagram,1,8,Apple Music,Adverts
1028,64,Female,New York,Country,Medium,Instagram,0,8,Others,Adverts
