OrderID,SalesDate,ProductID,CustomerID,PersonnelID,SalesChannel,PaymentMode,StoreID,Quantity,SalesAmount
4358,1/26/2023,25,AF-10870,52,Online,Mobile Payment,4,3,56400
4359,1/26/2023,53,DO-13645,50,Online,Cash,1,5,256500
4360,1/26/2023,51,AR-10345,46,Online,Mobile Payment,3,6,194400
4361,1/26/2023,16,EM-14095,58,Online,Cash,1,4,79200
4362,1/26/2023,18,DB-13555,58,Online,Mobile Payment,1,1,21800
4363,1/26/2023,35,JB-15925,50,In-store,Credit Card,1,5,54000
4364,1/26/2023,46,GA-14725,80,In-store,Debit Card,4,4,232800
4365,1/26/2023,141,CC-12145,41,In-store,Cash,4,8,215928
4366,1/26/2023,131,MG-17695,86,Online,Cash,5,5,112455
4367,1/26/2023,217,MH-7455,72,In-store,Mobile Payment,5,8,159992
4368,1/26/2023,168,LC-17050,63,Online,Credit Card,7,7,132993
4369,1/26/2023,167,MF-17665,62,In-store,Credit Card,2,1,19999
4370,1/26/2023,9,BP-11185,31,Online,Cash,7,1,12800
4371,1/26/2023,43,NM-18445,15,In-store,Debit Card,5,8,406400
4372,1/26/2023,20,LC-17050,89,Online,Mobile Payment,4,3,62400
4373,1/26/2023,70,JD-5790,79,Online,Cash,5,2,43901.7
4374,1/26/2023,74,DB-13660,28,Online,Debit Card,7,9,411667.65
4375,1/26/2023,4,SC-10695,58,In-store,Mobile Payment,1,3,71400
4376,1/26/2023,205,AJ-10960,94,In-store,Debit Card,4,2,55000
4377,1/26/2023,1,BT-11485,26,In-store,Cash,3,7,145600
4378,1/26/2023,43,EM-14200,98,Online,Credit Card,6,7,355600
4379,1/26/2023,185,PF-19120,58,In-store,Debit Card,1,5,187500
4380,1/26/2023,5,JK-15640,90,In-store,Debit Card,3,4,87200
4381,1/26/2023,17,DB-3270,97,Online,Mobile Payment,5,8,174400
4382,1/26/2023,23,GH-14485,61,In-store,Credit Card,5,5,109000
4383,1/26/2023,204,SG-20080,80,Online,Debit Card,4,2,39998
4384,1/26/2023,172,JD-15895,44,Online,Debit Card,3,1,19999
4385,1/26/2023,22,PC-18745,43,Online,Cash,6,4,103200
4386,1/26/2023,73,PV-18985,94,In-store,Debit Card,4,7,384235.95
4387,1/26/2023,94,CB-12025,69,In-store,Credit Card,6,8,358606.8
4388,1/26/2023,206,BW-11200,8,In-store,Cash,7,5,122500
4389,1/26/2023,178,KC-16540,10,In-store,Credit Card,7,4,75996
4390,1/26/2023,49,CB-12535,13,In-store,Debit Card,6,7,263200
4391,1/26/2023,169,SK-19990,63,Online,Mobile Payment,7,7,132993
4392,1/26/2023,94,TC-21295,89,In-store,Debit Card,4,3,134477.55
4393,1/26/2023,34,CM-11830,42,In-store,Mobile Payment,7,4,51200
4394,1/26/2023,94,SC-20695,8,In-store,Cash,7,2,89651.7
4395,1/26/2023,177,CA-2265,64,Online,Debit Card,3,6,113994
4396,1/26/2023,105,CP-12340,42,Online,Cash,7,3,41400
4397,1/26/2023,161,SC-20020,22,In-store,Debit Card,2,7,262500
4398,1/26/2023,178,NP-18670,28,In-store,Mobile Payment,7,4,75996
4399,1/26/2023,28,SW-20455,50,Online,Cash,1,4,75200
4400,1/26/2023,75,TG-21640,58,In-store,Mobile Payment,1,4,256163.4
4401,1/26/2023,91,MH-18025,42,Online,Credit Card,7,5,68579.25
4402,1/26/2023,152,PK-18910,24,In-store,Credit Card,5,2,75000
4403,1/26/2023,52,EB-13750,43,Online,Cash,6,4,244800
4404,1/26/2023,14,DL-13495,42,In-store,Mobile Payment,7,5,79000
4405,1/26/2023,13,ML-17395,13,Online,Mobile Payment,6,4,59200
4406,1/26/2023,44,AH-10030,22,In-store,Cash,2,4,186400
4407,1/26/2023,185,AP-10720,32,In-store,Mobile Payment,3,2,75000
4408,1/26/2023,71,JF-5415,13,Online,Cash,6,5,160079.25
4409,1/26/2023,151,KD-16270,55,Online,Cash,6,8,276000
4410,1/26/2023,32,LH-17155,10,Online,Cash,7,7,82600
4411,1/26/2023,73,PK-9075,50,Online,Cash,1,8,439126.8
4412,1/26/2023,56,NM-8520,80,Online,Debit Card,4,5,235500
4413,1/26/2023,42,DM-13525,85,In-store,Cash,2,4,203200
4414,1/26/2023,14,FG-14260,13,Online,Debit Card,6,2,31600
4415,1/26/2023,75,TD-20995,90,Online,Mobile Payment,3,4,256163.4
4416,1/26/2023,176,ML-18040,55,In-store,Cash,6,9,170991
4417,1/26/2023,119,MM-17920,58,In-store,Mobile Payment,1,6,76800
4418,1/26/2023,215,KC-16540,90,In-store,Mobile Payment,3,2,39998
4419,1/26/2023,115,HJ-14875,59,In-store,Mobile Payment,4,7,68600
4420,1/26/2023,60,MO-7500,59,In-store,Credit Card,4,8,351286.8
4421,1/26/2023,153,BG-11035,15,Online,Credit Card,5,8,300000
4422,1/26/2023,26,CJ-12010,90,Online,Credit Card,3,6,112800
4423,1/26/2023,132,JK-16090,97,In-store,Mobile Payment,5,3,21573
4424,1/26/2023,118,PS-18760,13,Online,Mobile Payment,6,9,115200
4425,1/26/2023,89,ML-17755,61,In-store,Debit Card,5,5,146354.25
4426,1/26/2023,96,AO-10810,43,In-store,Cash,6,4,73163.4
4427,1/26/2023,28,SG-10890,95,In-store,Credit Card,6,2,37600
4428,1/26/2023,214,RD-9720,15,Online,Debit Card,5,5,64995
4429,1/26/2023,170,DV-13045,6,In-store,Mobile Payment,3,1,18999
4430,1/26/2023,204,CG-12520,52,In-store,Mobile Payment,4,9,179991
4431,1/26/2023,135,JC-15775,86,Online,Mobile Payment,5,6,53946
4432,1/26/2023,137,JS-16030,67,Online,Cash,4,7,81837
4433,1/26/2023,110,JP-5460,76,Online,Mobile Payment,1,4,55200
4434,1/26/2023,36,MA-17560,96,Online,Cash,4,9,106200
4435,1/26/2023,208,PO-18850,43,In-store,Credit Card,6,4,51996
4436,1/26/2023,185,BB-11545,42,Online,Credit Card,7,6,225000
4437,1/26/2023,75,RH-19555,42,Online,Debit Card,7,1,64040.85
4438,1/26/2023,118,DB-13270,62,Online,Debit Card,2,3,38400
4439,1/26/2023,185,BT-11440,50,Online,Mobile Payment,1,2,75000
4440,1/26/2023,109,CJ-12010,81,Online,Debit Card,4,7,89600
4441,1/26/2023,220,MB-18085,61,In-store,Credit Card,5,3,59997
4442,1/26/2023,46,CR-12730,31,Online,Debit Card,7,5,291000
4443,1/26/2023,54,MF-8250,63,In-store,Credit Card,7,3,168300
4444,1/26/2023,48,TP-21565,54,In-store,Credit Card,4,2,170800
4445,1/26/2023,39,GH-14410,14,In-store,Debit Card,5,8,86400
4446,1/26/2023,91,RE-19450,37,Online,Mobile Payment,4,2,27431.7
4447,1/26/2023,29,GM-4500,83,In-store,Credit Card,3,6,112800
4448,1/26/2023,38,RK-19300,59,In-store,Debit Card,4,4,47200
4449,1/26/2023,60,JG-5310,41,In-store,Cash,4,6,263465.1
4450,1/26/2023,140,PO-8865,81,Online,Cash,4,5,44955
4451,1/26/2023,3,GM-14680,61,In-store,Credit Card,5,9,160200
4452,1/26/2023,16,AR-10570,50,In-store,Mobile Payment,1,7,138600
4453,1/26/2023,182,LC-16930,98,Online,Debit Card,6,2,37998
4454,1/26/2023,17,VT-21700,50,In-store,Debit Card,1,4,87200
4455,1/26/2023,195,CS-12460,99,Online,Mobile Payment,4,9,382500
4456,1/26/2023,42,SM-10905,64,In-store,Credit Card,3,2,101600
4457,1/26/2023,40,HG-14845,64,Online,Cash,3,1,11800
4458,1/26/2023,216,DW-13540,41,In-store,Credit Card,4,1,19999
4459,1/26/2023,171,PM-18940,50,Online,Credit Card,1,8,151992
4460,1/26/2023,2,CR-12730,54,Online,Debit Card,4,7,117600
4461,1/26/2023,115,CC-12100,51,Online,Debit Card,4,9,88200
4462,1/26/2023,159,BW-11065,43,Online,Cash,6,3,112500
4463,1/26/2023,75,JD-6150,45,Online,Debit Card,4,7,448285.95
4464,1/26/2023,108,AM-10360,5,In-store,Mobile Payment,6,4,63200
4465,1/26/2023,206,CM-12385,5,Online,Credit Card,6,7,171500
4466,1/26/2023,194,HL-15040,75,Online,Cash,2,3,89997
4467,1/26/2023,12,BT-11530,50,In-store,Mobile Payment,1,8,110400
4468,1/26/2023,67,TC-21475,74,Online,Cash,6,2,73181.7
4469,1/26/2023,25,LS-17230,72,Online,Debit Card,5,3,56400
4470,1/26/2023,47,CY-12745,50,Online,Credit Card,1,2,75200
4471,1/26/2023,157,PP-18955,82,Online,Credit Card,4,3,112500
4472,1/26/2023,82,TS-21430,37,In-store,Debit Card,4,9,288142.65
4473,1/26/2023,37,SF-20965,46,Online,Credit Card,3,8,94400
4474,1/26/2023,6,MK-18160,41,In-store,Cash,4,6,142800
4475,1/26/2023,67,AC-10615,5,In-store,Cash,6,6,219545.1
4476,1/26/2023,47,JM-15250,73,In-store,Debit Card,2,7,263200
4477,1/26/2023,8,AS-10240,42,Online,Mobile Payment,7,5,74000
4478,1/26/2023,193,MM-17260,13,Online,Cash,6,3,112500
4479,1/26/2023,108,EP-13915,86,In-store,Credit Card,5,3,47400
4480,1/26/2023,192,CA-11965,5,In-store,Mobile Payment,6,3,112500
4481,1/26/2023,89,TC-21475,82,In-store,Cash,4,1,29270.85
4482,1/26/2023,88,DO-13645,75,In-store,Mobile Payment,2,9,230497.65
4483,1/26/2023,200,YS-11880,75,Online,Cash,2,4,150000
4484,1/26/2023,88,TH-21100,41,In-store,Debit Card,4,3,76832.55
4485,1/26/2023,209,AG-10390,88,Online,Cash,6,9,116991
4486,1/26/2023,40,AS-10045,19,Online,Credit Card,5,5,59000
4487,1/26/2023,88,TG-21310,8,In-store,Cash,7,5,128054.25
4488,1/26/2023,192,KA-16525,61,Online,Credit Card,5,1,37500
4489,1/26/2023,35,NF-18475,86,Online,Mobile Payment,5,5,54000
4490,1/26/2023,131,DV-13465,78,Online,Debit Card,4,4,89964
4491,1/26/2023,97,JO-15145,67,In-store,Mobile Payment,4,4,146363.4
4492,1/26/2023,192,VD-21670,94,In-store,Credit Card,4,4,150000
4493,1/26/2023,186,AB-10060,43,Online,Cash,6,1,47500
4494,1/26/2023,126,CA-12310,58,Online,Debit Card,1,3,21573
4495,1/26/2023,151,SC-20770,72,In-store,Credit Card,5,2,69000
4496,1/26/2023,157,CS-12175,95,Online,Debit Card,6,5,187500
4497,1/26/2023,141,JL-15175,63,Online,Mobile Payment,7,6,161946
4498,1/26/2023,69,FH-14365,73,In-store,Debit Card,2,5,128054.25
4499,1/26/2023,48,VW-21775,42,Online,Credit Card,7,8,683200
4500,1/26/2023,69,PK-18910,48,In-store,Mobile Payment,7,8,204886.8
4501,1/26/2023,113,SB-20185,31,Online,Mobile Payment,7,9,124200
4502,1/26/2023,219,PS-19045,95,In-store,Debit Card,6,6,119994
4503,1/26/2023,59,TB-21175,79,In-store,Mobile Payment,5,5,109754.25
4504,1/26/2023,110,MT-17815,46,In-store,Cash,3,9,124200
4505,1/26/2023,214,KC-16255,32,Online,Mobile Payment,3,1,12999
4506,1/26/2023,174,AG-10390,94,Online,Cash,4,1,19999
4507,1/26/2023,161,SC-20770,42,In-store,Mobile Payment,7,5,187500
4508,1/26/2023,96,TS-11370,53,In-store,Cash,5,9,164617.65
4509,1/26/2023,210,MS-17770,36,Online,Mobile Payment,4,5,64995
4510,1/26/2023,207,WB-21850,67,Online,Cash,4,2,25998
4511,1/26/2023,167,EM-14065,59,In-store,Mobile Payment,4,3,59997
4512,1/26/2023,46,LW-7125,32,Online,Cash,3,8,465600
4513,1/26/2023,188,MH-18115,89,Online,Cash,4,2,99998
4514,1/26/2023,27,JR-15700,55,Online,Credit Card,6,9,169200
4515,1/26/2023,205,LS-16975,42,Online,Cash,7,8,220000
4516,1/26/2023,110,RD-19900,91,Online,Debit Card,5,8,110400
4517,1/26/2023,69,JL-15835,51,In-store,Credit Card,4,8,204886.8
4518,1/26/2023,121,CJ-12010,51,Online,Mobile Payment,4,8,94400
4519,1/26/2023,216,BE-11335,43,In-store,Credit Card,6,7,139993
4520,1/26/2023,35,CG-12520,47,In-store,Debit Card,5,8,86400
4521,1/26/2023,158,DW-13540,100,Online,Cash,4,7,262500
4522,1/26/2023,101,ML-18265,36,In-store,Cash,4,3,47400
4523,1/26/2023,51,CM-12235,50,Online,Mobile Payment,1,8,259200
4524,1/26/2023,169,JC-15340,44,Online,Debit Card,3,2,37998
4525,1/26/2023,150,BM-11785,30,In-store,Cash,4,5,172500
4526,1/26/2023,156,SC-20695,13,In-store,Cash,6,1,37500
4527,1/26/2023,58,AG-10270,18,Online,Debit Card,5,7,223300
4528,1/26/2023,32,BW-1110,10,In-store,Cash,7,5,59000
4529,1/26/2023,57,CD-11920,58,In-store,Credit Card,1,2,63800
4530,1/26/2023,171,FM-14215,88,In-store,Mobile Payment,6,7,132993
4531,1/26/2023,31,JL-15175,43,In-store,Credit Card,6,8,174400
4532,1/26/2023,122,DC-13285,41,In-store,Credit Card,4,4,53964
4533,1/26/2023,139,BD-11605,82,Online,Debit Card,4,9,80919
4534,1/26/2023,190,KN-16390,86,In-store,Debit Card,5,5,187500
4535,1/26/2023,42,CB-12025,50,Online,Credit Card,1,5,254000
4536,1/26/2023,95,LO-17170,20,Online,Mobile Payment,7,1,13715.85
4537,1/26/2023,20,GB-4575,6,In-store,Credit Card,3,1,20800
4538,1/26/2023,65,SC-20575,40,In-store,Credit Card,2,6,263465.1
4539,1/26/2023,215,CB-12535,6,Online,Credit Card,3,2,39998
4540,1/26/2023,161,MR-17545,44,In-store,Cash,3,9,337500
4541,1/26/2023,164,ZD-21925,91,Online,Mobile Payment,5,5,94995
4542,1/26/2023,71,RH-9555,62,Online,Debit Card,2,3,96047.55
4543,1/26/2023,89,SH-20635,100,Online,Mobile Payment,4,4,117083.4
4544,1/26/2023,48,HM-14860,42,In-store,Debit Card,7,2,170800
4545,1/26/2023,155,BP-11185,15,Online,Debit Card,5,6,225000
4546,1/26/2023,95,JC-15340,19,Online,Credit Card,5,9,123442.65
4547,1/26/2023,73,AR-10825,74,In-store,Cash,6,1,54890.85
4548,1/26/2023,38,BS-1590,57,In-store,Debit Card,5,5,59000
4549,1/26/2023,141,EH-13945,90,Online,Cash,3,7,188937
4550,1/27/2023,149,DJ-13510,61,In-store,Credit Card,5,1,34500
4551,1/27/2023,11,CC-12685,42,In-store,Cash,7,5,84000
4552,1/27/2023,132,EM-13960,42,In-store,Credit Card,7,5,35955
4553,1/27/2023,33,EH-13765,47,Online,Credit Card,5,4,55200
4554,1/27/2023,192,RD-19660,47,Online,Credit Card,5,8,300000
4555,1/27/2023,82,MA-17995,86,Online,Cash,5,2,64031.7
4556,1/27/2023,21,DA-13450,75,In-store,Credit Card,2,3,77400
4557,1/27/2023,81,AG-10330,54,Online,Credit Card,4,1,27440.85
4558,1/27/2023,116,JP-15520,91,In-store,Cash,5,1,9800
4559,1/27/2023,6,BD-11770,13,Online,Cash,6,6,142800
4560,1/27/2023,137,EM-13960,76,Online,Credit Card,1,5,58455
4561,1/27/2023,184,SS-20515,58,In-store,Debit Card,1,1,37500
4562,1/27/2023,88,MW-18235,98,In-store,Debit Card,6,5,128054.25
4563,1/27/2023,63,AH-10690,14,In-store,Mobile Payment,5,6,153665.1
4564,1/27/2023,48,JM-15265,28,Online,Mobile Payment,7,9,768600
4565,1/27/2023,207,PP-18955,72,In-store,Debit Card,5,7,90993
4566,1/27/2023,190,EH-4005,15,Online,Cash,5,7,262500
4567,1/27/2023,174,TS-21655,54,Online,Mobile Payment,4,6,119994
4568,1/27/2023,82,CV-12805,72,Online,Mobile Payment,5,5,160079.25
4569,1/27/2023,17,BF-11005,2,In-store,Cash,3,9,196200
4570,1/27/2023,57,CS-2460,86,In-store,Mobile Payment,5,2,63800
4571,1/27/2023,100,NH-18610,74,In-store,Debit Card,6,7,224110.95
4572,1/27/2023,25,HG-4845,34,Online,Cash,5,2,37600
4573,1/27/2023,94,BB-11545,16,In-store,Debit Card,2,1,44825.85
4574,1/27/2023,178,MG-17695,97,In-store,Cash,5,8,151992
4575,1/27/2023,71,DW-13540,51,Online,Mobile Payment,4,4,128063.4
4576,1/27/2023,68,BP-11290,96,In-store,Mobile Payment,4,6,307385.1
4577,1/27/2023,106,RM-19375,52,In-store,Cash,4,5,99000
4578,1/27/2023,134,BC-11125,22,In-store,Debit Card,2,6,70146
4579,1/27/2023,68,MS-17980,50,In-store,Mobile Payment,1,6,307385.1
4580,1/27/2023,189,KT-16465,10,In-store,Debit Card,7,6,225000
4581,1/27/2023,153,LA-16780,8,Online,Credit Card,7,6,225000
4582,1/27/2023,80,DO-13645,42,In-store,Debit Card,7,8,219526.8
4583,1/27/2023,51,IG-15085,51,In-store,Mobile Payment,4,5,162000
4584,1/27/2023,79,RA-19915,21,Online,Cash,2,9,494017.65
4585,1/27/2023,207,MC-17275,58,In-store,Cash,1,4,51996
4586,1/27/2023,130,CM-11830,58,Online,Debit Card,1,3,53973
4587,1/27/2023,220,EA-14035,50,Online,Mobile Payment,1,2,39998
4588,1/27/2023,44,MA-17995,86,Online,Credit Card,5,2,93200
4589,1/27/2023,49,HZ-14950,89,Online,Credit Card,4,8,300800
4590,1/27/2023,39,MH-7290,69,In-store,Mobile Payment,6,8,86400
4591,1/27/2023,81,KE-6420,58,In-store,Mobile Payment,1,2,54881.7
4592,1/27/2023,137,SB-20290,16,In-store,Credit Card,2,4,46764
4593,1/27/2023,19,FH-14365,74,Online,Credit Card,6,8,206400
4594,1/27/2023,217,DA-13450,43,In-store,Cash,6,5,99995
4595,1/27/2023,92,DW-13540,3,In-store,Debit Card,6,4,58523.4
4596,1/27/2023,206,TB-21400,53,Online,Debit Card,5,8,196000
4597,1/27/2023,56,CS-12130,85,Online,Cash,2,4,188400
4598,1/27/2023,64,VB-21745,75,Online,Mobile Payment,2,3,76832.55
4599,1/27/2023,210,GB-14575,51,Online,Cash,4,1,12999
4600,1/27/2023,25,JR-16210,50,In-store,Debit Card,1,3,56400
4601,1/27/2023,187,RD-19900,41,Online,Cash,4,2,75000
4602,1/27/2023,101,BP-11230,57,Online,Mobile Payment,5,1,15800
4603,1/27/2023,90,JW-16075,9,In-store,Mobile Payment,2,9,230497.65
4604,1/27/2023,19,LS-17200,50,Online,Credit Card,1,6,154800
4605,1/27/2023,27,DN-13690,5,Online,Credit Card,6,4,75200
4606,1/27/2023,86,SS-20590,69,In-store,Cash,6,2,38411.7
4607,1/27/2023,221,SO-20335,83,Online,Debit Card,3,1,19999
4608,1/27/2023,219,KB-16585,22,In-store,Mobile Payment,2,4,79996
4609,1/27/2023,212,SC-20095,90,In-store,Mobile Payment,3,1,12999
4610,1/27/2023,74,DH-13075,46,Online,Debit Card,3,5,228704.25
4611,1/27/2023,77,RF-19735,83,Online,Cash,3,7,192085.95
4612,1/27/2023,192,MO-17500,62,Online,Credit Card,2,6,225000
4613,1/27/2023,76,NC-18340,51,Online,Cash,4,7,224110.95
4614,1/27/2023,102,DW-13480,47,Online,Debit Card,5,4,63200
4615,1/27/2023,155,AH-10195,69,Online,Mobile Payment,6,7,262500
4616,1/27/2023,20,SE-20110,86,In-store,Credit Card,5,8,166400
4617,1/27/2023,149,RB-19705,14,In-store,Cash,5,2,69000
4618,1/27/2023,20,FH-14350,53,Online,Cash,5,1,20800
4619,1/27/2023,5,GG-14650,42,In-store,Credit Card,7,5,109000
4620,1/27/2023,132,CW-11905,67,In-store,Credit Card,4,2,14382
4621,1/27/2023,84,CG-12520,80,Online,Cash,4,7,102415.95
4622,1/27/2023,92,EM-13810,42,Online,Credit Card,7,6,87785.1
4623,1/27/2023,163,JL-5130,78,Online,Cash,4,9,409500
4624,1/27/2023,30,MC-17575,59,In-store,Credit Card,4,2,43600
4625,1/27/2023,34,AJ-780,75,In-store,Credit Card,2,2,25600
4626,1/27/2023,18,CS-12505,40,In-store,Debit Card,2,2,43600
4627,1/28/2023,172,KD-16345,80,In-store,Cash,4,9,179991
4628,1/28/2023,136,LW-17215,8,Online,Mobile Payment,7,3,80973
4629,1/28/2023,73,ES-14080,62,In-store,Credit Card,2,4,219563.4
4630,1/28/2023,78,BF-11005,69,Online,Cash,6,1,27440.85
4631,1/28/2023,148,HM-14860,88,In-store,Cash,6,8,276000
4632,1/28/2023,221,PF-19120,52,In-store,Cash,4,3,59997
4633,1/28/2023,5,TZ-21445,53,Online,Credit Card,5,9,196200
4634,1/28/2023,186,RL-19615,61,In-store,Debit Card,5,2,95000
4635,1/28/2023,12,RM-19375,86,In-store,Credit Card,5,7,96600
4636,1/28/2023,45,DB-13555,41,Online,Debit Card,4,3,174600
4637,1/28/2023,75,JO-15145,64,In-store,Mobile Payment,3,2,128081.7
4638,1/28/2023,181,EP-13915,94,Online,Cash,4,4,75996
4639,1/28/2023,170,RW-19540,58,In-store,Cash,1,9,170991
4640,1/28/2023,190,JM-15655,19,In-store,Debit Card,5,9,337500
4641,1/28/2023,191,RW-19630,53,Online,Cash,5,1,47500
4642,1/28/2023,45,AH-10030,43,In-store,Credit Card,6,4,232800
4643,1/28/2023,153,DE-13255,32,Online,Credit Card,3,7,262500
4644,1/28/2023,145,CD-12280,94,Online,Credit Card,4,5,44955
4645,1/28/2023,51,LD-16855,61,Online,Debit Card,5,4,129600
4646,1/28/2023,143,SV-20365,40,Online,Credit Card,2,5,179955
4647,1/28/2023,93,HR-14830,22,Online,Credit Card,2,3,61735.05
4648,1/28/2023,79,ZD-21925,84,Online,Debit Card,6,2,109781.7
4649,1/28/2023,63,NS-18640,37,Online,Mobile Payment,4,8,204886.8
4650,1/28/2023,96,BF-11005,16,In-store,Debit Card,2,1,18290.85
4651,1/28/2023,114,HM-14980,95,Online,Credit Card,6,3,35400
4652,1/28/2023,175,VT-21700,28,Online,Credit Card,7,8,159992
4653,1/28/2023,191,PS-19045,98,In-store,Cash,6,4,190000
4654,1/28/2023,123,RM-19375,86,Online,Debit Card,5,5,44955
4655,1/28/2023,195,JW-16075,77,In-store,Credit Card,4,3,127500
4656,1/28/2023,57,SC-20380,18,Online,Cash,5,4,127600
4657,1/28/2023,214,VW-21775,86,Online,Mobile Payment,5,3,38997
4658,1/28/2023,133,CM-11830,69,Online,Cash,6,8,93528
4659,1/28/2023,154,SC-20095,13,In-store,Cash,6,4,150000
4660,1/28/2023,89,JK-15325,74,In-store,Credit Card,6,2,58541.7
4661,1/28/2023,184,MS-17770,43,In-store,Cash,6,1,37500
4662,1/28/2023,221,AH-10075,58,In-store,Mobile Payment,1,3,59997
4663,1/28/2023,4,FP-14320,91,Online,Credit Card,5,4,95200
4664,1/28/2023,65,HA-14905,36,Online,Cash,4,1,43910.85
4665,1/28/2023,89,RO-19780,51,Online,Debit Card,4,6,175625.1
4666,1/28/2023,182,TP-21415,56,In-store,Cash,7,9,170991
4667,1/28/2023,82,RA-19285,53,In-store,Debit Card,5,8,256126.8
4668,1/28/2023,151,PS-18970,58,In-store,Credit Card,1,4,138000
4669,1/28/2023,112,Dp-13240,64,In-store,Mobile Payment,3,9,124200
4670,1/28/2023,178,JM-15265,53,Online,Debit Card,5,6,113994
4671,1/28/2023,19,DM-13015,78,Online,Mobile Payment,4,8,206400
4672,1/28/2023,217,KH-16690,42,Online,Debit Card,7,2,39998
4673,1/28/2023,77,CC-12430,97,Online,Mobile Payment,5,7,192085.95
4674,1/28/2023,200,TM-21010,62,In-store,Mobile Payment,2,3,112500
4675,1/28/2023,164,PS-18760,6,In-store,Cash,3,2,37998
4676,1/28/2023,181,PB-19210,76,In-store,Cash,1,4,75996
4677,1/28/2023,132,TB-11055,75,In-store,Credit Card,2,1,7191
4678,1/28/2023,35,DN-13690,89,In-store,Cash,4,3,32400
4679,1/28/2023,125,DC-13285,63,Online,Debit Card,7,8,215928
4680,1/28/2023,73,NG-18430,69,In-store,Debit Card,6,7,384235.95
4681,1/28/2023,117,DR-12940,52,In-store,Credit Card,4,9,106200
4682,1/28/2023,47,FP-14320,75,Online,Credit Card,2,6,225600
4683,1/28/2023,131,MM-17920,97,Online,Mobile Payment,5,3,67473
4684,1/28/2023,106,AC-615,13,Online,Debit Card,6,1,19800
4685,1/28/2023,158,MR-17545,48,Online,Debit Card,7,8,300000
4686,1/28/2023,140,OT-18730,58,In-store,Credit Card,1,6,53946
4687,1/28/2023,42,MJ-17740,59,Online,Debit Card,4,7,355600
4688,1/28/2023,147,RB-19465,66,Online,Cash,2,9,310500
4689,1/28/2023,47,MM-7920,78,Online,Credit Card,4,4,150400
4690,1/28/2023,127,PP-18955,21,Online,Debit Card,2,9,64719
4691,1/28/2023,78,DC-12850,84,In-store,Debit Card,6,1,27440.85
4692,1/28/2023,40,EC-14050,53,In-store,Debit Card,5,5,59000
4693,1/28/2023,177,GM-14680,89,Online,Mobile Payment,4,5,94995
4694,1/28/2023,54,KN-16705,81,Online,Cash,4,6,336600
4695,1/28/2023,163,JC-15775,50,In-store,Credit Card,1,4,182000
4696,1/28/2023,149,JB-16000,21,In-store,Cash,2,6,207000
4697,1/28/2023,75,CJ-11875,37,Online,Debit Card,4,4,256163.4
4698,1/28/2023,201,CD-12790,47,In-store,Debit Card,5,5,187500
4699,1/28/2023,15,PJ-19015,14,Online,Debit Card,5,2,29600
4700,1/28/2023,180,SC-20695,95,In-store,Debit Card,6,9,170991
4701,1/28/2023,71,SH-20635,62,In-store,Debit Card,2,6,192095.1
4702,1/28/2023,175,RC-19960,28,Online,Credit Card,7,7,139993
4703,1/28/2023,90,SM-20950,91,In-store,Debit Card,5,3,76832.55
4704,1/28/2023,51,KB-16600,14,Online,Cash,5,8,259200
4705,1/28/2023,208,DR-12880,91,In-store,Credit Card,5,8,103992
4706,1/28/2023,220,HM-14860,19,In-store,Mobile Payment,5,7,139993
4707,1/28/2023,202,RB-19360,11,Online,Credit Card,3,4,150000
4708,1/28/2023,181,IM-5055,42,Online,Mobile Payment,7,3,56997
4709,1/28/2023,40,AY-10555,24,In-store,Mobile Payment,5,8,94400
4710,1/28/2023,136,PV-18985,82,In-store,Debit Card,4,2,53982
4711,1/28/2023,15,KB-16240,81,Online,Debit Card,4,5,74000
4712,1/28/2023,60,BS-11665,98,Online,Cash,6,7,307375.95
4713,1/28/2023,72,MH-18025,41,In-store,Cash,4,6,329345.1
4714,1/28/2023,159,JJ-15445,86,Online,Credit Card,5,6,225000
4715,1/28/2023,27,SP-20620,83,Online,Debit Card,3,9,169200
4716,1/28/2023,152,PB-19105,96,Online,Credit Card,4,3,112500
4717,1/28/2023,31,DR-12880,97,Online,Mobile Payment,5,1,21800
4718,1/28/2023,28,CC-12670,42,In-store,Cash,7,3,56400
4719,1/28/2023,158,AG-10330,35,Online,Cash,3,6,225000
4720,1/28/2023,194,ML-8265,83,Online,Debit Card,3,6,179994
4721,1/28/2023,61,KW-16435,99,Online,Mobile Payment,4,2,43901.7
4722,1/28/2023,162,KB-16600,47,Online,Credit Card,5,7,262500
4723,1/28/2023,47,SZ-20035,50,Online,Debit Card,1,4,150400
4724,1/28/2023,10,ZC-21910,58,In-store,Credit Card,1,9,151200
4725,1/28/2023,54,JK-16120,80,Online,Cash,4,5,280500
4726,1/28/2023,207,RR-9315,22,In-store,Cash,2,5,64995
4727,1/28/2023,122,GH-14410,49,In-store,Debit Card,4,7,94437
4728,1/28/2023,205,AC-10450,59,In-store,Mobile Payment,4,5,137500
4729,1/28/2023,140,KM-16660,86,Online,Credit Card,5,4,35964
4730,1/28/2023,69,RB-19795,58,In-store,Mobile Payment,1,1,25610.85
4731,1/28/2023,43,JF-5490,80,Online,Debit Card,4,9,457200
4732,1/28/2023,109,CC-12220,8,Online,Mobile Payment,7,8,102400
4733,1/28/2023,209,PO-18850,7,In-store,Cash,4,5,64995
4734,1/28/2023,50,JH-15430,56,In-store,Debit Card,7,1,85400
4735,1/28/2023,97,AG-765,77,Online,Mobile Payment,4,5,182954.25
